datapoint averagetime averagesmooth time timedelta speed speeddelta speedaverage speedaveragetime speedmax speedmaxtime maxspeed maxspeeddelta maxspeedaverage angle angledelta acceleration accelerationsmooth accelerationdelta accelerationmin accelerationmax accelerationmintime accelerationmaxtime distance distancedelta turn turndelta rpm
89 100 10 5.07979748 0.059569521 2.48445 0.0401664 1.98916 2.62236 3.42113 3.25018 3.91514 0.990018 4.95325 -21.911 -3.10653 0.674277 -0.883384 3.77157 -23.2743 10.6565 2.72467 -4.63753 13.090976 0.147998 -0.547776 -0.0776632 3227.86
90 100 10 5.130289876 0.050492396 2.71536 0.230903 1.98957 2.61701 3.42113 3.18039 3.8057 -0.109439 4.95259 -15.9725 5.93854 4.57303 -0.239337 3.89875 -23.2743 10.6565 4.57303 -4.63753 13.228081 0.137105 -0.399313 0.148463 3527.86
91 100 10 5.180408703 0.050118827 2.70873 -0.00663066 1.98999 2.6123 3.42113 3.15629 3.75157 -0.0541393 4.95191 -8.48852 7.48398 -0.132299 -0.162955 -4.70533 -23.2743 10.6565 4.57303 -4.63753 13.363839 0.135758 -0.212213 0.187099 3519.24
92 100 10 5.240593298 0.060184595 2.68653 -0.0221918 1.99038 2.6079 3.42113 3.15629 3.50295 -0.24862 4.95108 0.294326 8.78285 -0.368728 0.263925 -0.23643 -23.2743 10.6565 4.57303 -4.63753 13.525527 0.161688 0.00735814 0.219571 3490.41
93 100 10 5.300319716 0.059726418 2.65665 -0.0298815 1.99077 2.60354 3.42113 3.15629 3.40613 -0.0968191 4.95019 12.6981 12.4038 -0.500306 0.389619 -0.131578 -23.2743 10.6565 4.57303 -4.63753 13.684199 0.158672 0.317453 0.310095 3451.59
94 100 10 5.359969301 0.059649585 2.64553 -0.0111237 1.99114 2.59938 3.42113 3.15629 3.3441 -0.0620298 4.94928 18.0966 5.39843 -0.186483 0.214069 0.313822 -23.2743 10.6565 4.57303 -4.63753 13.842004 0.157805 0.452414 0.134961 3437.14
95 100 10 5.410208288 0.050238987 2.63893 -0.00660324 1.99151 2.59558 3.42113 3.15629 3.32295 -0.0211498 4.94835 20.1645 2.0679 -0.131437 0.0670673 0.0550468 -23.2743 10.6565 4.57303 -4.63753 13.974581 0.132577 0.504112 0.0516976 3428.56
96 100 10 5.460276746 0.050068458 2.63382 -0.0051074 1.99188 2.59094 3.42113 3.15629 3.27252 -0.0504272 4.94739 17.1559 -3.0086 -0.102008 0.0395846 0.0294282 -23.2743 10.6565 4.57303 -4.63753 14.106452 0.131871 0.428897 -0.0752151 3421.92
97 100 10 5.510454069 0.050177323 2.63405 0.000228167 1.99224 2.58767 3.42113 3.15629 3.32193 0.0494114 4.94646 14.4997 -2.65612 0.00454721 0.0733294 0.106556 -23.2743 10.6565 4.57303 -4.63753 14.238621 0.132169 0.362494 -0.0664031 3422.22
98 100 10 5.560586848 0.050132779 2.64107 0.00702214 1.99261 2.58542 3.42113 3.15629 3.45043 0.128499 4.94561 5.2002 -9.29954 0.140071 0.397066 0.135524 -23.2743 10.6565 4.57303 -4.63753 14.371025 0.132404 0.130005 -0.232488 3431.34
99 100 10 5.619802447 0.059215599 2.62977 -0.0112946 1.99298 2.58399 3.42113 3.15629 3.52139 0.0709589 4.9448 -19.4228 -24.6231 -0.190737 0.310565 -0.330808 -23.2743 10.6565 4.57303 -4.63753 14.526749 0.155724 -0.485571 -0.615576 3416.67
100 100 10 5.670133754 0.050331307 2.62977 0 1.99334 2.58409 3.42113 3.15629 1.95255 -1.56884 4.94309 -26.2958 -6.87292 0 -0.146738 0.190737 -23.2743 10.6565 4.57303 -4.63753 14.659109 0.13236 -0.657394 -0.171823 3416.67
101 100 10 5.729917324 0.05978357 2.62977 0 1.9937 2.5845 3.42113 3.15629 1.72401 -0.228539 4.94126 -29.7263 -3.4305 0 -0.133508 0 -23.2743 10.6565 4.57303 -4.63753 14.816326 0.157217 -0.743157 -0.0857626 3416.67
102 100 10 5.790258016 0.060340692 2.62977 0 1.99406 2.58519 3.42113 3.15629 1.85243 0.128418 4.93951 -31.305 -1.57877 0 -0.0966353 0 -23.2743 10.6565 4.57303 -4.63753 14.975008 0.158682 -0.782626 -0.0394692 3416.67
103 100 10 5.850338099 0.060080083 2.62977 0 1.99442 2.58604 3.42113 3.15629 2.26639 0.413962 4.93799 -29.1505 2.15456 0 -0.0466047 0 -23.2743 10.6565 4.57303 -4.63753 15.133005 0.157997 -0.728762 0.0538641 3416.67
104 100 10 5.909492322 0.059154223 2.62977 0 1.99478 2.58698 3.42113 3.15629 3.36347 1.09708 4.93709 -32.8635 -3.71301 0 -0.0279564 0 -23.2743 10.6565 4.57303 -4.63753 15.288567 0.155562 -0.821587 -0.0928252 3416.67
105 100 10 5.960495312 0.05100299 2.62977 0 1.99515 2.58796 3.42113 3.15629 3.50109 0.137619 4.93628 -33.8487 -0.985167 0 -0.0148127 0 -23.2743 10.6565 4.57303 -4.63753 15.422693 0.134126 -0.846216 -0.0246292 3416.67
106 100 10 6.020502819 0.060007507 2.70187 0.0720928 1.99555 2.58996 3.42113 3.15629 7.17285 3.67176 4.93755 -15.4809 18.3678 1.2014 0.115528 1.2014 -23.2743 10.6565 4.57303 -4.63753 15.584825 0.162132 -0.387022 0.459194 3510.33
107 100 10 6.080191188 0.059688369 2.70829 0.00642705 1.99595 2.59189 3.42113 3.15629 8.34348 1.17063 4.93948 -16.9094 -1.42848 0.107677 0.125841 -1.09372 -23.2743 10.6565 4.57303 -4.63753 15.746479 0.161654 -0.422734 -0.0357121 3518.68
108 100 10 6.13019123 0.050000042 2.72368 0.0153825 1.99636 2.59397 3.42113 3.15629 5.93207 -2.41141 4.94004 -17.8915 -0.982181 0.30765 0.142599 0.199974 -23.2743 10.6565 4.57303 -4.63753 15.882663 0.136184 -0.447289 -0.0245545 3538.67
109 100 10 6.180217 0.05002577 2.62977 -0.0939023 1.99672 2.59522 3.42113 3.15629 9.86892 3.93685 4.94283 -27.0352 -9.14368 -1.87708 -0.0260357 -2.18473 -23.2743 10.6565 4.57303 -4.63753 16.014219 0.131556 -0.675881 -0.228592 3416.67
110 100 10 6.230333939 0.050116939 2.73117 0.101393 1.99714 2.59797 3.42113 3.15629 3.81346 -6.05547 4.94219 -22.9211 4.11409 2.02313 0.176277 3.90021 -23.2743 10.6565 4.57303 -4.63753 16.151097 0.136878 -0.573028 0.102852 3548.4
111 100 10 6.290100741 0.059766802 2.70532 -0.0258443 1.99754 2.60065 3.42113 3.15629 3.70934 -0.10412 4.9415 -19.1125 3.80864 -0.43242 0.133035 -2.45555 -23.2743 10.6565 4.57303 -4.63753 16.312786 0.161689 -0.477812 0.095216 3514.82
112 100 10 6.340172559 0.050071818 2.69661 -0.00871563 1.99793 2.60324 3.42113 3.15629 3.64524 -0.0640969 4.94076 -13.2089 5.90355 -0.174063 0.115629 0.258357 -23.2743 10.6565 4.57303 -4.63753 16.44781 0.135024 -0.330223 0.147589 3503.5
113 100 10 6.399450559 0.059278 2.71016 0.0135524 1.99834 2.60597 3.42113 3.15629 3.60232 -0.0429161 4.94001 -9.00001 4.20893 0.228625 0.138491 0.402687 -23.2743 10.6565 4.57303 -4.63753 16.608463 0.160653 -0.225 0.105223 3521.1
114 100 10 6.449781546 0.050330987 2.72681 0.0166512 1.99875 2.60887 3.42113 3.15629 3.74656 0.144231 4.93933 0.0113778 9.01139 0.330833 0.171575 0.102208 -23.2743 10.6565 4.57303 -4.63753 16.745706 0.137243 0.000284445 0.225285 3542.74
115 100 10 6.509920286 0.06013874 2.80197 0.0751629 1.9992 2.61251 3.42113 3.15629 5.62852 1.88197 4.93972 7.7512 7.73983 1.24982 0.296557 0.918992 -23.2743 10.6565 4.57303 -4.63753 16.914213 0.168507 0.19378 0.193496 3640.39
116 100 10 6.560273673 0.050353387 2.8778 0.0758278 1.9997 2.61692 3.42113 3.15629 5.6024 -0.0261194 4.94009 11.0788 3.32759 1.50591 0.327009 0.256089 -23.2743 10.6565 4.57303 -4.63753 17.05912 0.144907 0.27697 0.0831897 3738.91
117 100 10 6.620240988 0.059967315 2.80682 -0.0709801 2.00015 2.62061 3.42113 3.15629 4.70945 -0.892952 4.93996 4.15216 -6.92663 -1.18365 0.197877 -2.68956 -23.2743 10.6565 4.57303 -4.63753 17.227438 0.168318 0.103804 -0.173166 3646.69
118 100 10 6.670946537 0.050705549 2.79726 -0.00955868 2.0006 2.62421 3.42113 3.15629 4.11646 -0.592993 4.9395 14.5349 10.3828 -0.188513 0.14826 0.995133 -23.2743 10.6565 4.57303 -4.63753 17.369275 0.141837 0.363373 0.259569 3634.27
119 100 10 6.729455701 0.058509164 2.77674 -0.0205238 2.00104 2.62761 3.42113 3.15629 4.03356 -0.0828976 4.93899 9.17893 -5.356 -0.350779 0.30089 -0.162266 -23.2743 10.6565 4.57303 -4.63753 17.53174 0.162465 0.229473 -0.1339 3607.61
120 100 10 6.779552576 0.050096875 2.75905 -0.0176873 2.00147 2.63082 3.42113 3.15629 3.99299 -0.0405682 4.93846 1.86156 -7.31737 -0.353062 0.0632713 -0.00228335 -23.2743 10.6565 4.57303 -4.63753 17.66996 0.13822 0.046539 -0.182934 3584.63
121 100 10 6.829802475 0.050249899 2.71605 -0.0430045 2.00187 2.63361 3.42113 3.15629 3.91845 -0.0745423 4.93788 -7.08942 -8.95098 -0.855813 0.020932 -0.502751 -23.2743 10.6565 4.57303 -4.63753 17.806441 0.136481 -0.177236 -0.223774 3528.75
122 100 10 6.880156054 0.050353579 2.63836 -0.0776901 2.00223 2.63538 3.42113 3.15629 3.35892 -0.559533 4.93699 -11.0949 -4.00546 -1.54289 -0.115951 -0.687079 -23.2743 10.6565 4.57303 -4.63753 17.939292 0.132851 -0.277372 -0.100136 3427.82
123 100 10 6.940669771 0.060513717 2.62977 -0.00858283 2.00258 2.63731 3.42113 3.15629 3.41971 0.0607898 4.93614 -21.9811 -10.8862 -0.141833 -0.152997 1.40106 -23.2743 10.6565 4.57303 -4.63753 18.098429 0.159137 -0.549526 -0.272154 3416.67
124 100 10 6.999453625 0.058783854 2.66815 0.038378 2.00295 2.63882 3.42113 3.15629 2.60872 -0.810989 4.93483 -24.5453 -2.56425 0.652866 -0.120793 0.794699 -23.2743 10.6565 4.57303 -4.63753 18.255273 0.156844 -0.613633 -0.0641062 3466.53
125 100 10 7.050119686 0.050666061 2.70076 0.0326059 2.00335 2.63987 3.42113 3.15629 3.65356 1.04484 4.93412 -24.4358 0.109458 0.643545 -0.181421 -0.00932143 -23.2743 10.6565 4.57303 -4.63753 18.39211 0.136837 -0.610896 0.00273645 3508.89
126 100 10 7.109800823 0.059681137 2.70341 0.00265527 2.00374 2.64006 3.42113 3.15629 2.93285 -0.720703 4.93299 -10.2674 14.1685 0.0444909 -0.327564 -0.599054 -23.2743 10.6565 4.57303 -4.63753 18.553453 0.161343 -0.256685 0.354211 3512.34
127 100 10 7.160270915 0.050470092 2.6682 -0.035213 2.00411 2.63879 3.42113 3.15629 3.48839 0.55554 4.93218 -11.8067 -1.53927 -0.6977 -0.278969 -0.742191 -23.2743 10.6565 4.57303 -4.63753 18.688117 0.134664 -0.295166 -0.0384817 3466.59
128 100 10 7.219856468 0.059585553 2.66808 -0.000121355 2.00448 2.63672 3.42113 3.15629 45.4295 41.9411 4.95488 -22.5128 -10.7062 -0.00203665 -0.260321 0.695664 -23.2743 10.6565 4.57303 -4.63753 18.847096 0.158979 -0.56282 -0.267654 3466.43
129 100 10 7.279954215 0.060097747 2.62977 -0.0383048 2.00483 2.63308 3.42113 3.15629 4.9652 -40.4643 4.95489 -30.814 -8.30116 -0.637375 -0.288981 -0.635338 -23.2743 10.6565 4.57303 -4.63753 19.00514 0.158044 -0.77035 -0.207529 3416.67
130 100 10 7.330290547 0.050336332 2.62977 0 2.00518 2.63036 3.42113 3.15629 4.88406 -0.0811415 4.95485 -26.024 4.78995 0 -0.253675 0.637375 -23.2743 10.6565 4.57303 -4.63753 19.137513 0.132373 -0.650601 0.119749 3416.67
131 100 10 7.389509186 0.059218639 2.62977 0 2.00553 2.62787 3.42113 3.15629 2.12673 -2.75733 4.95327 -19.2403 6.78377 0 -0.168093 0 -23.2743 10.6565 4.57303 -4.63753 19.293245 0.155732 -0.481007 0.169594 3416.67
132 100 10 7.440321584 0.050812398 2.70555 0.0757797 2.00592 2.62735 3.42113 3.15629 34.2321 32.1054 4.96964 -8.81824 10.422 1.49136 0.135332 1.49136 -23.2743 10.6565 4.57303 -4.63753 19.430721 0.137476 -0.220456 0.260551 3515.12
133 100 10 7.499364414 0.05904283 2.62977 -0.0757797 2.00627 2.62639 3.42113 3.15629 4.50566 -29.7264 4.96938 -9.42223 -0.603991 -1.28347 0.0211683 -2.77483 -23.2743 10.6565 4.57303 -4.63753 19.58599 0.155269 -0.235556 -0.0150998 3416.67
134 100 10 7.550228908 0.050864494 2.70474 0.0749657 2.00666 2.62669 3.42113 3.15629 4.24391 -0.261751 4.96898 8.89606 18.3183 1.47383 0.103265 2.7573 -23.2743 10.6565 4.57303 -4.63753 19.723565 0.137575 0.222402 0.457957 3514.06
135 100 10 7.610251071 0.060022163 2.81854 0.113801 2.00712 2.62873 3.42113 3.15629 4.53896 0.295047 4.96874 9.64005 0.743986 1.89599 0.228509 0.422159 -23.2743 10.6565 4.57303 -4.63753 19.89274 0.169175 0.241001 0.0185997 3661.92
136 100 10 7.670391026 0.060139955 2.89441 0.0758705 2.00761 2.63178 3.42113 3.15629 5.09339 0.554433 4.96881 7.0988 -2.54125 1.26157 0.350217 -0.634425 -23.2743 10.6565 4.57303 -4.63753 20.06681 0.17407 0.17747 -0.0635312 3760.49
137 100 10 7.730492709 0.060101683 2.91574 0.0213275 2.00812 2.63596 3.42113 3.15629 5.5732 0.479808 4.96914 -2.77778 -9.87658 0.354857 0.455473 -0.906709 -23.2743 10.6565 4.57303 -4.63753 20.242051 0.175241 -0.0694445 -0.246914 3788.2
138 100 10 7.789244787 0.058752078 2.76033 -0.15541 2.00854 2.63919 3.42113 3.15629 3.32438 -2.24882 4.96823 -9.50296 -6.72518 -2.64518 0.191158 -3.00004 -23.2743 10.6565 4.57303 -4.63753 20.404226 0.162175 -0.237574 -0.16813 3586.29
139 100 10 7.840398785 0.051153998 2.64203 -0.118302 2.00889 2.6409 3.42113 3.15629 3.40143 0.0770459 4.96735 -13.6313 -4.12829 -2.31266 0.0236293 0.332523 -23.2743 10.6565 4.57303 -4.63753 20.539376 0.13515 -0.340781 -0.103207 3432.59
140 100 10 7.900165203 0.059766418 2.71802 0.0759895 2.00929 2.64361 3.42113 3.15629 5.97682 2.57539 4.96792 -14.3182 -0.686908 1.27144 0.150773 3.5841 -23.2743 10.6565 4.57303 -4.63753 20.701822 0.162446 -0.357954 -0.0171727 3531.31
141 100 10 7.950308574 0.050143371 2.74692 0.028899 2.0097 2.64671 3.42113 3.15629 4.09868 -1.87814 4.96743 -18.4853 -4.1671 0.576327 0.208406 -0.695115 -23.2743 10.6565 4.57303 -4.63753 20.839562 0.13774 -0.462131 -0.104177 3568.86
142 100 10 8.009671118 0.059362544 2.7592 0.0122871 2.01011 2.64993 3.42113 3.15629 4.31925 0.220574 4.96707 -21.9088 -3.42352 0.206985 0.0799683 -0.369342 -23.2743 10.6565 4.57303 -4.63753 21.003355 0.163793 -0.547719 -0.0855881 3584.82
143 100 10 8.059819961 0.050148843 2.81047 0.0512695 2.01056 2.65366 3.42113 3.15629 4.5 0.180748 4.96681 -21.5654 0.343347 1.02235 0.31055 0.815363 -23.2743 10.6565 4.57303 -4.63753 21.144297 0.140942 -0.539136 0.00858366 3651.43
144 100 10 8.120077069 0.060257108 2.88647 0.0759945 2.01104 2.65815 3.42113 3.15629 5.00712 0.50712 4.96683 -18.773 2.79242 1.26117 0.289284 0.238823 -23.2743 10.6565 4.57303 -4.63753 21.318227 0.17393 -0.469325 0.0698105 3750.17
145 100 10 8.180419553 0.060342484 3 0.113529 2.01159 2.66377 3.42113 3.15629 5.55214 0.545015 4.96716 -13.5262 5.24679 1.88141 0.287825 0.620236 -23.2743 10.6565 4.57303 -4.63753 21.499254 0.181027 -0.338156 0.13117 3897.67
146 100 10 8.240362643 0.05994309 3.07583 0.0758297 2.01218 2.67016 3.42113 3.15629 5.97923 0.427089 4.96772 -9.07317 4.45305 1.26503 0.288172 -0.616377 -23.2743 10.6565 4.57303 -4.63753 21.683629 0.184375 -0.226829 0.111326 3996.19
147 100 10 8.300336294 0.059973651 3.15137 0.0755417 2.01282 2.6773 3.42113 3.15629 7.14665 1.16742 4.96893 -3.74059 5.33258 1.25958 0.378644 -0.0054469 -23.2743 10.6565 4.57303 -4.63753 21.872628 0.188999 -0.0935149 0.133314 4094.33
148 100 10 8.35047752 0.050141226 3.22726 0.075892 2.01349 2.6852 3.42113 3.22726 7.28703 0.140382 4.97021 1.45403 5.19463 1.51356 0.794519 0.253982 -23.2743 10.6565 4.57303 -4.63753 22.034447 0.161819 0.0363508 0.129866 4192.93
149 100 10 8.410036449 0.059558929 3.34063 0.113374 2.01422 2.69423 3.42113 3.34063 7.20675 -0.0802768 4.97145 7.75323 6.2992 1.90357 1.21614 0.390004 -23.2743 10.6565 4.57303 -4.63753 22.233412 0.198965 0.193831 0.15748 4340.23
150 100 10 8.460244076 0.050207627 3.41585 0.0752156 2.015 2.70402 3.42113 3.41585 7.02158 -0.185176 4.97259 8.74239 0.989155 1.49809 1.23881 -0.405477 -23.2743 10.6565 4.57303 -4.63753 22.404914 0.171502 0.21856 0.0247289 4437.95
151 100 10 8.520101631 0.059857555 3.49168 0.0758293 2.01582 2.71419 3.49168 3.49168 6.80256 -0.219012 4.9736 8.10788 -0.634505 1.26683 1.30786 -0.231262 -23.2743 10.6565 4.57303 -4.63753 22.613917 0.209003 0.202697 -0.0158626 4536.47
152 100 10 8.570415882 0.050314251 3.51899 0.027307 2.01665 2.72469 3.51899 3.51899 6.69917 -0.10339 4.97456 5.7722 -2.33568 0.54273 1.34143 -0.724099 -23.2743 10.6565 4.57303 -4.63753 22.790972 0.177055 0.144305 -0.0583919 4571.95
153 100 10 8.630416637 0.060000755 3.50046 -0.0185213 2.01747 2.73503 3.51899 3.51899 6.54664 -0.15253 4.97542 -0.785566 -6.55777 -0.308685 1.20833 -0.851414 -23.2743 10.6565 4.57303 -4.63753 23.001003 0.210031 -0.0196391 -0.163944 4547.89
154 100 10 8.689565132 0.059148495 3.3618 -0.138661 2.01821 2.744 3.51899 3.51899 6.40929 -0.137353 4.97622 -5.82686 -5.0413 -2.34428 0.847783 -2.0356 -23.2743 10.6565 4.57303 -4.63753 23.199849 0.198846 -0.145672 -0.126032 4367.74
155 100 10 8.740103832 0.0505387 3.1563 -0.205507 2.01884 2.75119 3.51899 3.51899 5.13895 -1.27034 4.97631 -9.68107 -3.8542 -4.06632 0.253011 -1.72204 -23.2743 10.6565 4.57303 -4.63753 23.359364 0.159515 -0.242027 -0.096355 4100.74
156 100 10 8.800194027 0.060090195 2.98961 -0.166687 2.01938 2.75671 3.51899 3.51899 4.92888 -0.210077 4.97628 -11.0302 -1.34915 -2.77395 -0.150887 1.29237 -23.2743 10.6565 4.57303 -4.63753 23.53901 0.179646 -0.275755 -0.0337287 3884.17
157 100 10 8.860104734 0.059910707 2.93634 -0.0532675 2.01988 2.7617 3.51899 3.51899 4.81866 -0.110216 4.97619 -10.6605 0.369761 -0.889115 -0.365757 1.88484 -23.2743 10.6565 4.57303 -4.63753 23.714928 0.175918 -0.266511 0.00924402 3814.97
158 100 10 8.920000528 0.059895794 2.85892 -0.0774233 2.02034 2.76546 3.51899 3.51899 4.35499 -0.463671 4.97585 -8.12568 2.53478 -1.29263 -0.646377 -0.403519 -23.2743 10.6565 4.57303 -4.63753 23.886165 0.171237 -0.203142 0.0633694 3714.38
159 100 10 8.980633957 0.060633429 2.81155 -0.0473738 2.02078 2.7687 3.51899 3.51899 4.20995 -0.145035 4.97543 -3.32348 4.80219 -0.781314 -0.914865 0.511319 -23.2743 10.6565 4.57303 -4.63753 24.056639 0.170474 -0.083087 0.120055 3652.83
160 100 10 9.040363383 0.059729426 2.76256 -0.0489807 2.02119 2.77195 3.51899 3.51899 3.96679 -0.243167 4.97487 1.14873 4.47221 -0.820043 -1.14668 -0.0387288 -23.2743 10.6565 4.57303 -4.63753 24.221645 0.165006 0.0287181 0.111805 3589.19
161 100 10 9.099793575 0.059430192 2.73431 -0.0282526 2.02158 2.77492 3.51899 3.51899 3.76658 -0.200209 4.97421 5.27041 4.12168 -0.475391 -1.3209 0.344652 -23.2743 10.6565 4.57303 -4.63753 24.384146 0.162501 0.13176 0.103042 3552.48
162 100 10 9.150567381 0.050773806 2.71994 -0.0143673 2.02196 2.77775 3.51899 3.51899 3.71715 -0.049424 4.97352 8.37013 3.09973 -0.282968 -1.40347 0.192424 -23.2743 10.6565 4.57303 -4.63753 24.522248 0.138102 0.209253 0.0774932 3533.82
163 100 10 9.200584895 0.050017514 2.70307 -0.0168757 2.02234 2.78041 3.51899 3.51899 3.66368 -0.053473 4.9728 9.6051 1.23496 -0.337397 -1.40634 -0.0544291 -23.2743 10.6565 4.57303 -4.63753 24.657449 0.135201 0.240127 0.0308741 3511.89
164 100 10 9.250806218 0.050221323 2.69236 -0.01071 2.02271 2.78296 3.51899 3.51899 3.62816 -0.0355164 4.97206 7.73883 -1.86627 -0.213256 -1.19324 0.124141 -23.2743 10.6565 4.57303 -4.63753 24.792663 0.135214 0.193471 -0.0466567 3497.98
165 100 10 9.309826105 0.059019887 2.69306 0.000696182 2.02308 2.78432 3.51899 3.51899 3.60632 -0.0218435 4.97131 3.98535 -3.75348 0.0117957 -0.785427 0.225052 -23.2743 10.6565 4.57303 -4.63753 24.951607 0.158944 0.0996337 -0.0938371 3498.88
166 100 10 9.360512294 0.050686189 2.69259 -0.00046277 2.02344 2.78489 3.51899 3.51899 3.622 0.0156774 4.97057 1.62927 -2.35608 -0.00913011 -0.508945 -0.0209258 -23.2743 10.6565 4.57303 -4.63753 25.088084 0.136477 0.0407318 -0.0589019 3498.28
167 100 10 9.420555417 0.060043123 2.64877 -0.0438273 2.02379 2.78422 3.51899 3.51899 3.33769 -0.284307 4.96967 -9.89897 -11.5282 -0.72993 -0.493027 -0.7208 -23.2743 10.6565 4.57303 -4.63753 25.247124 0.15904 -0.247474 -0.288206 3441.34
168 100 10 9.470564835 0.050009418 2.62977 -0.0189908 2.02412 2.78217 3.51899 3.51899 3.17766 -0.160027 4.96869 -14.9518 -5.05287 -0.379744 -0.401738 0.350187 -23.2743 10.6565 4.57303 -4.63753 25.378637 0.131513 -0.373796 -0.126322 3416.67
169 100 10 9.530591862 0.060027027 2.62977 0 2.02445 2.78111 3.51899 3.51899 2.96934 -0.208324 4.96759 -16.4468 -1.49494 0 -0.323606 0.379744 -23.2743 10.6565 4.57303 -4.63753 25.536495 0.157858 -0.411169 -0.0373735 3416.67
170 100 10 9.590639369 0.060047507 2.62977 0 2.02478 2.78228 3.51899 3.51899 2.80543 -0.163906 4.96641 -19.4259 -2.97915 0 -0.241602 0 -23.2743 10.6565 4.57303 -4.63753 25.694406 0.157911 -0.485648 -0.0744787 3416.67
171 100 10 9.650399611 0.059760242 2.62977 0 2.02511 2.78341 3.51899 3.51899 2.82959 0.0241512 4.96524 -18.6199 0.806054 0 -0.194063 0 -23.2743 10.6565 4.57303 -4.63753 25.851562 0.157156 -0.465497 0.0201513 3416.67
172 100 10 9.709734507 0.059334896 2.62977 0 2.02544 2.78295 3.51899 3.51899 2.90864 0.0790563 4.96411 -17.6006 1.01923 0 -0.165766 0 -23.2743 10.6565 4.57303 -4.63753 26.007599 0.156037 -0.440016 0.0254807 3416.67
173 100 10 9.769551901 0.059817394 2.62977 0 2.02577 2.78209 3.51899 3.51899 3.06119 0.152548 4.96307 -10.5993 7.00138 0 -0.132026 0 -23.2743 10.6565 4.57303 -4.63753 26.164905 0.157306 -0.264982 0.175034 3416.67
174 100 10 9.820488075 0.050936174 2.62977 0 2.0261 2.78044 3.51899 3.51899 3.13053 0.0693415 4.96207 -15.0891 -4.48982 0 -0.110701 0 -23.2743 10.6565 4.57303 -4.63753 26.298856 0.133951 -0.377227 -0.112245 3416.67
175 100 10 9.880348061 0.059859986 2.62977 0 2.02643 2.77798 3.51899 3.51899 3.07114 -0.0593864 4.96104 -10.6082 4.48092 0 -0.11188 0 -23.2743 10.6565 4.57303 -4.63753 26.456274 0.157418 -0.265204 0.112023 3416.67
176 100 10 9.940554513 0.060206452 2.62977 0 2.02676 2.77433 3.51899 3.51899 2.96229 -0.108858 4.95995 -9.54473 1.06343 0 -0.110967 0 -23.2743 10.6565 4.57303 -4.63753 26.614603 0.158329 -0.238618 0.0265859 3416.67
177 100 10 10.00024765 0.059693137 2.62977 0 2.02709 2.76988 3.51899 3.51899 5.84067 2.87839 4.96043 -11.7649 -2.22014 0 -0.0379744 0 -23.2743 10.6565 4.57303 -4.63753 26.771582 0.156979 -0.294122 -0.0555036 3416.67
178 100 10 10.060083188 0.059835538 2.66689 0.0371132 2.02744 2.76498 3.51899 3.51899 3.02688 -2.81379 4.95938 -1.88038 9.8845 0.620253 0.0620253 0.620253 -23.2743 10.6565 4.57303 -4.63753 26.931157 0.159575 -0.0470094 0.247112 3464.88
179 100 10 10.120086823 0.060003635 2.65517 -0.0117168 2.02778 2.76128 3.51899 3.51899 3.41495 0.388069 4.95853 1.71667 3.59704 -0.195269 0.0424984 -0.815522 -23.2743 10.6565 4.57303 -4.63753 27.090477 0.15932 0.0429167 0.0899261 3449.66
180 100 10 10.170406707 0.050319884 2.71713 0.0619543 2.02816 2.75933 3.51899 3.51899 39.526 36.1111 4.97736 -11.3299 -13.0466 1.23121 0.165619 1.42648 -23.2743 10.6565 4.57303 -4.63753 27.227202 0.136725 -0.283247 -0.326164 3530.15
181 100 10 10.229626115 0.059219408 2.82054 0.103417 2.02859 2.75894 3.51899 3.51899 3.96 -35.566 4.97681 -15.6212 -4.29127 1.74633 0.340252 0.515123 -23.2743 10.6565 4.57303 -4.63753 27.394233 0.167031 -0.390529 -0.107282 3664.52
182 100 10 10.289587125 0.05996101 2.89695 0.076412 2.02906 2.7621 3.51899 3.51899 37.1054 33.1454 4.99429 -16.1301 -0.508988 1.27436 0.467688 -0.47197 -23.2743 10.6565 4.57303 -4.06632 27.567937 0.173704 -0.403253 -0.0127247 3763.79
183 100 10 10.33961856 0.050031435 2.93132 0.0343649 2.02955 2.76664 3.51899 3.51899 7.75245 -29.3529 4.99579 -16.1846 -0.0544202 0.686867 0.536375 -0.587494 -23.2743 10.6565 4.57303 -4.06632 27.714595 0.146658 -0.404614 -0.00136051 3808.44
184 100 10 10.400422102 0.060803542 3.00788 0.0765593 2.03008 2.77115 3.51899 3.51899 39.0723 31.3198 5.01431 -11.9316 4.25297 1.25913 0.662288 0.572259 -23.2743 10.6565 4.57303 -4.06632 27.897485 0.18289 -0.29829 0.106324 3907.91
185 100 10 10.460097831 0.059675729 3.02697 0.0190966 2.03063 2.77506 3.51899 3.51899 46.8442 7.77193 5.03703 -15.2149 -3.28326 0.320006 0.694288 -0.939119 -23.2743 10.6565 4.57303 -4.06632 28.078122 0.180637 -0.380371 -0.0820815 3932.72
186 100 10 10.519807193 0.059709362 3.03278 0.00580978 2.03117 2.77892 3.51899 3.51899 9.77954 -37.0647 5.0396 -13.5169 1.69799 0.0973011 0.704018 -0.222705 -23.2743 10.6565 4.57303 -4.06632 28.259208 0.181086 -0.337922 0.0424498 3940.27
187 100 10 10.58033147 0.060524277 3.18376 0.150979 2.0318 2.78446 3.51899 3.51899 46.2723 36.4928 5.06198 -6.20134 7.31552 2.49452 0.95347 2.39722 -23.2743 10.6565 4.57303 -4.06632 28.451903 0.192695 -0.155033 0.182888 4136.42
