datapoint averagetime averagesmooth time timedelta speed speeddelta speedaverage speedaveragetime speedmax speedmaxtime maxspeed maxspeeddelta maxspeedaverage angle angledelta acceleration accelerationsmooth accelerationdelta accelerationmin accelerationmax accelerationmintime accelerationmaxtime distance distancedelta turn turndelta rpm
188 100 10 10.639401885 0.059070415 3.25952 0.0757539 2.03246 2.79261 3.51899 3.51899 44.7358 -1.53654 5.08349 -1.92608 4.27526 1.28243 1.01969 -1.21208 -23.2743 10.6565 4.57303 -4.06632 28.644444 0.192541 -0.0481521 0.106881 4234.84
189 100 10 10.69014465 0.050742765 3.29775 0.0382314 2.03315 2.80074 3.51899 3.51899 5.85453 -38.8813 5.08391 -0.195247 1.73084 0.753435 1.11456 -0.528999 -23.2743 10.6565 4.57303 -4.06632 28.811781 0.167337 -0.00488117 0.0432709 4284.51
190 100 10 10.740185493 0.050040843 3.18069 -0.117055 2.03377 2.8054 3.51899 3.51899 4.0818 -1.77273 5.08337 8.71578 8.91103 -2.33919 0.757518 -3.09263 -23.2743 10.6565 2.49452 -4.06632 28.970946 0.159165 0.217895 0.222776 4132.43
191 100 10 10.800521257 0.060335764 2.90386 -0.276835 2.03424 2.80735 3.51899 3.51899 3.99012 -0.0916729 5.08277 23.9548 15.2391 -4.58824 0.124062 -2.24904 -23.2743 10.6565 2.49452 -4.58824 29.146153 0.175207 0.598871 0.380977 3772.76
192 100 10 10.859261686 0.058740429 2.63185 -0.272004 2.03456 2.8068 3.51899 3.51899 3.85226 -0.137866 5.08211 -10.6803 -34.6351 -4.63061 -0.466435 -0.0423718 -23.2743 10.6565 2.49452 -4.63061 29.300749 0.154596 -0.267007 -0.865878 3419.37
193 100 10 10.90996074 0.050699054 2.62977 -0.0020802 2.03489 2.80653 3.51899 3.51899 3.63228 -0.219978 5.08132 29.2541 39.9344 -0.0410304 -0.539225 4.58958 -23.2743 10.6565 2.49452 -4.63061 29.434076 0.133327 0.731353 0.99836 3416.67
194 100 10 10.970012727 0.060051987 2.67279 0.0430195 2.03523 2.80681 3.51899 3.51899 3.49895 -0.133329 5.08047 0.941189 -28.3129 0.716372 -0.5935 0.757402 -23.2743 10.6565 2.49452 -4.63061 29.594583 0.160507 0.0235297 -0.707823 3472.56
195 100 10 11.020208418 0.050195691 2.65145 -0.0213439 2.03556 2.80693 3.51899 3.51899 3.43552 -0.0634265 5.07958 -9.01997 -9.96116 -0.425215 -0.668022 -1.14159 -23.2743 10.6565 2.49452 -4.63061 29.727674 0.133091 -0.225499 -0.249029 3444.83
196 100 10 11.070393613 0.050185195 2.63673 -0.0147202 2.03589 2.80696 3.51899 3.51899 3.33572 -0.0998031 5.07864 -18.6424 -9.62246 -0.293318 -0.707084 0.131897 -23.2743 10.6565 2.49452 -4.63061 29.859999 0.132325 -0.466061 -0.240561 3425.7
197 100 10 11.130130207 0.059736594 2.62977 -0.00695539 2.03621 2.80692 3.51899 3.51899 2.37887 -0.956849 5.07718 -18.5309 0.111488 -0.116434 -0.968179 0.176883 -23.2743 10.6565 2.49452 -4.63061 30.017093 0.157094 -0.463273 0.0027872 3416.67
198 100 10 11.180421802 0.050291595 2.62977 0 2.03653 2.8068 3.51899 3.51899 1.88293 -0.495945 5.07546 -22.9832 -4.4523 0 -1.09642 0.116434 -23.2743 10.6565 2.49452 -4.63061 30.149349 0.132256 -0.574581 -0.111307 3416.67
199 100 10 11.24064643 0.060224628 2.62977 0 2.03685 2.8068 3.51899 3.51899 1.7258 -0.157128 5.07365 -25.4639 -2.4807 0 -1.17177 0 -23.2743 10.6565 2.49452 -4.63061 30.307726 0.158377 -0.636598 -0.0620174 3416.67
200 100 10 11.2994451 0.05879867 2.62977 0 2.03717 2.8068 3.51899 3.51899 1.64327 -0.0825252 5.0718 -24.7765 0.687466 0 -0.937847 0 -23.2743 10.6565 2.49452 -4.63061 30.462353 0.154627 -0.619412 0.0171866 3416.67
201 100 10 11.349905528 0.050460428 2.62977 0 2.03749 2.8068 3.51899 3.51899 1.6891 0.0458271 5.06998 -23.8972 0.879247 0 -0.479023 0 -23.2743 10.6565 2.49452 -4.63061 30.595053 0.1327 -0.59743 0.0219812 3416.67
202 100 10 11.410323693 0.060418165 2.62977 0 2.03781 2.8068 3.51899 3.51899 1.85753 0.168432 5.06825 -22.841 1.05618 0 -0.0159625 0 -23.2743 10.6565 2.49452 -4.63061 30.753939 0.158886 -0.571026 0.0264046 3416.67
203 100 10 11.470401152 0.060077459 2.62977 0 2.03812 2.8068 3.51899 3.51899 2.04448 0.18695 5.06663 -28.8193 -5.97829 0 -0.0118595 0 -23.2743 10.6565 2.49452 -4.63061 30.911929 0.15799 -0.720483 -0.149457 3416.67
204 100 10 11.53027333 0.059872178 2.62977 0 2.03844 2.8068 3.51899 3.51899 3.92955 1.88506 5.06602 -29.9088 -1.08947 0 -0.0834967 0 -23.2743 10.6565 2.49452 -4.63061 31.069379 0.15745 -0.74772 -0.0272368 3416.67
205 100 10 11.580457149 0.050183819 2.68811 0.0583327 2.03879 2.80739 3.51899 3.51899 4.11409 0.184545 5.0655 -11.4407 18.4681 1.16238 0.0752628 1.16238 -23.2743 10.6565 2.49452 -4.63061 31.204278 0.134899 -0.286018 0.461702 3492.45
206 100 10 11.640161903 0.059704754 2.6812 -0.00690913 2.03914 2.80718 3.51899 3.51899 6.93512 2.82103 5.06651 -14.6508 -3.21006 -0.115722 0.0930224 -1.2781 -23.2743 10.6565 2.49452 -4.63061 31.364358 0.16008 -0.366269 -0.0802515 3483.48
207 100 10 11.700550819 0.060388916 2.67738 -0.00381804 2.03948 2.80687 3.51899 3.51899 7.7451 0.809985 5.06795 -16.3625 -1.7117 -0.0632241 0.0983435 0.0524975 -23.2743 10.6565 2.49452 -4.63061 31.526042 0.161684 -0.409062 -0.0427925 3478.52
208 100 10 11.759760115 0.059209296 2.67864 0.00125647 2.03982 2.80642 3.51899 3.51899 9.50815 1.76305 5.07033 -16.9916 -0.629148 0.0212208 0.100466 0.0844449 -23.2743 10.6565 2.49452 -4.63061 31.684642 0.1586 -0.42479 -0.0157287 3480.15
209 100 10 11.810634977 0.050874862 2.68662 0.00798225 2.04017 2.80699 3.51899 3.51899 4.25311 -5.25504 5.06989 -13.3552 3.63646 0.1569 0.116156 0.135679 -23.2743 10.6565 2.49452 -4.63061 31.821323 0.136681 -0.333879 0.0909116 3490.52
210 100 10 11.869764272 0.059129295 2.69307 0.00645494 2.04052 2.80661 3.51899 3.51899 3.95252 -0.300587 5.06929 -24.2703 -10.9151 0.109167 0.127072 -0.0477332 -23.2743 10.6565 2.49452 -4.63061 31.980563 0.15924 -0.606757 -0.272878 3498.91
211 100 10 11.920028412 0.05026414 2.70529 0.012217 2.04087 2.80661 3.51899 3.51899 16.8889 12.9363 5.07562 -19.5803 4.69001 0.243057 0.151378 0.13389 -23.2743 10.6565 2.49452 -4.63061 32.116542 0.135979 -0.489506 0.11725 3514.78
212 100 10 11.979836846 0.059808434 2.72865 0.0233624 2.04124 2.80693 3.51899 3.51899 5.14888 -11.74 5.07566 20.5047 40.085 0.39062 0.19044 0.147564 -23.2743 10.6565 2.49452 -4.63061 32.279738 0.163196 0.512619 1.00213 3545.13
213 100 10 12.029956697 0.050119851 2.72137 -0.0072813 2.04161 2.80704 3.51899 3.51899 5.20583 0.0569521 5.07573 21.3988 0.894017 -0.145278 0.175912 -0.535898 -23.2743 10.6565 2.49452 -4.63061 32.416133 0.136395 0.534969 0.0223504 3535.67
214 100 10 12.080327716 0.050371019 2.79596 0.0745914 2.04201 2.80773 3.51899 3.51899 7.12206 1.91623 5.07683 -15.186 -36.5848 1.48084 0.323996 1.62612 -23.2743 10.6565 2.49452 -4.63061 32.556969 0.140836 -0.379651 -0.91462 3632.58
215 100 10 12.140577464 0.060249748 2.73244 -0.0635219 2.04238 2.80704 3.51899 3.51899 8.13465 1.01259 5.07846 -25.6353 -10.4492 -1.05431 0.102327 -2.53515 -23.2743 10.6565 2.49452 -4.63061 32.721598 0.164629 -0.640882 -0.261231 3550.05
216 100 10 12.199802472 0.059225008 2.62977 -0.102667 2.04269 2.80456 3.51899 3.51899 11.3113 3.17662 5.08179 -25.997 -0.361693 -1.73351 -0.0594512 -0.679196 -23.2743 10.6565 2.49452 -4.63061 32.877346 0.155748 -0.649925 -0.00904232 3416.67
217 100 10 12.250584918 0.050782446 2.62977 0 2.04301 2.80279 3.51899 3.51899 9.35672 -1.95456 5.08407 -29.2103 -3.21329 0 -0.0531288 1.73351 -23.2743 10.6565 2.49452 -4.63061 33.010892 0.133546 -0.730257 -0.0803322 3416.67
218 100 10 12.310230759 0.059645841 2.62977 0 2.04332 2.80111 3.51899 3.51899 8.93647 -0.420249 5.08613 -31.2422 -2.0319 0 -0.0552509 0 -23.2743 10.6565 2.49452 -4.63061 33.167747 0.156855 -0.781054 -0.0507976 3416.67
219 100 10 12.370578555 0.060347796 2.62977 0 2.04363 2.79964 3.51899 3.51899 8.95198 0.0155137 5.08819 -29.0463 2.19592 0 -0.0709409 0 -23.2743 10.6565 2.49452 -4.63061 33.326448 0.158701 -0.726156 0.054898 3416.67
220 100 10 12.43058347 0.060004915 2.66731 0.0375392 2.04396 2.79872 3.51899 3.51899 7.15024 -1.80174 5.08929 -22.8792 6.16705 0.625603 -0.0192972 0.625603 -23.2743 10.6565 2.49452 -4.63061 33.4865 0.160052 -0.57198 0.154176 3465.44
221 100 10 12.489679774 0.059096304 2.78141 0.114094 2.04436 2.79938 3.51899 3.51899 7.60748 0.457241 5.09063 -7.36697 15.5122 1.93065 0.149462 1.30504 -23.2743 10.6565 2.49452 -4.63061 33.650871 0.164371 -0.184174 0.387806 3613.67
222 100 10 12.540657228 0.050977454 2.85661 0.0752034 2.04479 2.80156 3.51899 3.51899 7.56633 -0.0411467 5.09195 4.09489 11.4619 1.47523 0.257922 -0.455417 -23.2743 10.6565 2.49452 -4.63061 33.796494 0.145623 0.102372 0.286546 3711.38
223 100 10 12.600154077 0.059496849 2.93243 0.0758219 2.04526 2.80459 3.51899 3.51899 7.09572 -0.470615 5.09301 14.8081 10.7132 1.27438 0.399889 -0.200844 -23.2743 10.6565 2.49452 -4.63061 33.970965 0.174471 0.370203 0.267831 3809.89
224 100 10 12.650676617 0.05052254 2.96973 0.0372922 2.04575 2.8076 3.51899 3.51899 6.79842 -0.2973 5.09392 19.4604 4.65223 0.738131 0.325618 -0.536254 -23.2743 10.6565 2.49452 -4.63061 34.121003 0.150038 0.486509 0.116306 3858.34
225 100 10 12.710532668 0.059856051 2.69366 -0.27607 2.0461 2.80753 3.51899 3.51899 6.74338 -0.0550393 5.0948 30.256 10.7957 -4.61224 -0.030175 -5.35037 -23.2743 10.6565 2.49452 -4.63061 34.282235 0.161232 0.756401 0.269892 3499.66
226 100 10 12.769980236 0.059447568 2.62977 -0.0638804 2.04641 2.8068 3.51899 3.51899 6.82528 0.0819038 5.09572 29.9907 -0.265319 -1.07457 0.0357187 3.53767 -23.2743 10.6565 2.49452 -4.63061 34.438569 0.156334 0.749768 -0.00663298 3416.67
227 100 10 12.820065783 0.050085547 2.62977 0 2.04672 2.80641 3.51899 3.51899 6.59415 -0.231134 5.09651 24.8906 -5.10012 0 0.0357187 1.07457 -23.2743 10.6565 2.49452 -4.63061 34.570283 0.131714 0.622265 -0.127503 3416.67
228 100 10 12.880382955 0.060317172 2.71519 0.0854173 2.04707 2.80688 3.51899 3.51899 6.35331 -0.240839 5.09718 11.1168 -13.7738 1.41614 0.177332 1.41614 -23.2743 10.6565 2.49452 -4.63061 34.734056 0.163773 0.27792 -0.344345 3527.64
229 100 10 12.939895996 0.059513041 2.81879 0.103603 2.04748 2.80877 3.51899 3.51899 6.25533 -0.0979755 5.0978 -0.187529 -11.3043 1.74084 0.351417 0.324708 -23.2743 10.6565 2.49452 -4.63061 34.901811 0.167755 -0.00468822 -0.282608 3662.25
230 100 10 12.99016196 0.050265964 2.89527 0.076474 2.04793 2.81143 3.51899 3.51899 6.09339 -0.161941 5.09832 -11.7725 -11.5849 1.52139 0.440995 -0.219457 -23.2743 10.6565 2.49452 -4.63061 35.047344 0.145533 -0.294311 -0.289623 3761.6
231 100 10 13.050378651 0.060216691 2.93274 0.0374699 2.0484 2.81446 3.51899 3.51899 5.77286 -0.320533 5.09868 -17.1196 -5.34714 0.62225 0.310155 -0.899136 -23.2743 10.6565 2.49452 -4.63061 35.223944 0.1766 -0.42799 -0.133678 3810.28
232 100 10 13.100401414 0.050022763 2.75042 -0.182322 2.04877 2.81491 3.51899 3.51899 5.70523 -0.0676288 5.099 -27.706 -10.5864 -3.64478 -0.201846 -4.26703 -23.2743 10.6565 2.49452 -4.63061 35.361527 0.137583 -0.69265 -0.26466 3573.41
233 100 10 13.159941687 0.059540273 2.62977 -0.120642 2.04908 2.81491 3.51899 3.51899 5.5713 -0.133934 5.09925 -24.9803 2.72573 -2.02622 -0.531907 1.61856 -23.2743 10.6565 2.49452 -4.63061 35.518104 0.156577 -0.624506 0.0681431 3416.67
234 100 10 13.219765513 0.059823826 2.66748 0.0377035 2.04941 2.81453 3.51899 3.51899 5.2304 -0.3409 5.09932 -21.8974 3.08289 0.630242 -0.542695 2.65647 -23.2743 10.6565 2.49452 -4.63061 35.677683 0.159579 -0.547434 0.0770723 3465.65
235 100 10 13.270904536 0.051139023 2.74362 0.0761459 2.04977 2.81378 3.51899 3.51899 4.91764 -0.312752 5.09923 -12.8247 9.07269 1.489 0.0674282 0.858755 -23.2743 10.6565 2.49452 -4.63061 35.817989 0.140306 -0.320617 0.226817 3564.58
236 100 10 13.330441257 0.059536721 2.89544 0.151817 2.05022 2.81379 3.51899 3.51899 4.81011 -0.107528 5.09907 9.34431 22.169 2.54997 0.429882 1.06097 -23.2743 10.6565 2.54997 -4.63061 35.990374 0.172385 0.233608 0.554225 3761.83
237 100 10 13.390299996 0.059858739 2.89727 0.00182891 2.05067 2.81361 3.51899 3.51899 4.55861 -0.251508 5.09879 13.8057 4.46134 0.0305537 0.432937 -2.51942 -23.2743 10.6565 2.54997 -4.63061 36.163801 0.173427 0.345141 0.111533 3764.2
238 100 10 13.449564012 0.059264016 2.81387 -0.0834043 2.05107 2.81415 3.51899 3.51899 4.35931 -0.199298 5.0984 26.323 12.5174 -1.40733 0.15059 -1.43789 -23.2743 10.6565 2.54997 -4.63061 36.330562 0.166761 0.658076 0.312934 3655.84
239 100 10 13.499766103 0.050202091 2.62977 -0.184091 2.05138 2.81402 3.51899 3.51899 4.30197 -0.0573358 5.09798 27.6998 1.3768 -3.667 -0.390194 -2.25966 -23.2743 10.6565 2.54997 -4.63061 36.462582 0.13202 0.692496 0.0344201 3416.67
240 100 10 13.550480228 0.050714125 2.62977 0 2.05168 2.81314 3.51899 3.51899 4.28274 -0.0192324 5.09755 24.2153 -3.48458 0 -0.542332 3.667 -23.2743 10.6565 2.54997 -4.63061 36.595949 0.133367 0.605381 -0.0871145 3416.67
241 100 10 13.60957394 0.059093712 2.66714 0.0373626 2.05201 2.81234 3.51899 3.51899 4.13151 -0.151227 5.09704 19.6607 -4.55454 0.63226 -0.541331 0.63226 -23.2743 10.6565 2.54997 -4.63061 36.75356 0.157611 0.491518 -0.113863 3465.21
242 100 10 13.660507266 0.050933326 2.74277 0.0756326 2.05237 2.81218 3.51899 3.51899 3.94891 -0.182606 5.09643 12.6277 -7.03302 1.48493 -0.0283598 0.852673 -23.2743 10.6565 2.54997 -4.63061 36.893258 0.139698 0.315692 -0.175825 3563.47
243 100 10 13.72025458 0.059747314 2.75014 0.0073719 2.05274 2.81157 3.51899 3.51899 3.86394 -0.0849673 5.09578 0.426707 -12.201 0.123385 0.186601 -1.36155 -23.2743 10.6565 2.54997 -4.63061 37.057572 0.164314 0.0106677 -0.305025 3573.05
244 100 10 13.779806757 0.059552177 2.71923 -0.0309088 2.05309 2.8099 3.51899 3.51899 3.79701 -0.0669301 5.0951 -18.9123 -19.339 -0.519021 0.0716747 -0.642406 -23.2743 10.6565 2.54997 -4.63061 37.219508 0.161936 -0.472808 -0.483476 3532.89
245 100 10 13.839838488 0.060031731 2.71393 -0.00530601 2.05344 2.80704 3.51899 3.51899 3.65007 -0.146935 5.09434 -22.8731 -3.96079 -0.0883867 -0.0860637 0.430634 -23.2743 10.6565 2.54997 -4.63061 37.38243 0.162922 -0.571828 -0.0990199 3526
246 100 10 13.890511557 0.050673069 2.62977 -0.0841522 2.05374 2.80258 3.51899 3.51899 3.59817 -0.0519057 5.09355 -28.77 -5.89688 -1.66069 -0.50713 -1.5723 -23.2743 10.6565 2.54997 -4.63061 37.515689 0.133259 -0.71925 -0.147422 3416.67
247 100 10 13.949658613 0.059147056 2.62977 0 2.05404 2.79737 3.51899 3.51899 3.51742 -0.0807448 5.09272 -25.4572 3.31281 0 -0.510185 1.66069 -23.2743 10.6565 2.54997 -4.63061 37.671232 0.155543 -0.63643 0.0828202 3416.67
248 100 10 14.000462147 0.050803534 2.66391 0.0341311 2.05436 2.79173 3.51899 3.51899 3.45004 -0.0673892 5.09186 -22.2922 3.16502 0.671824 -0.302269 0.671824 -23.2743 10.6565 2.54997 -4.63061 37.806568 0.135336 -0.557304 0.0791256 3461.01
249 100 10 14.060332405 0.059870258 2.65636 -0.00754476 2.05468 2.78489 3.51899 3.51899 3.40634 -0.0436993 5.09098 -14.3476 7.94453 -0.126018 0.0518286 -0.797843 -23.2743 10.6565 2.54997 -4.63061 37.965605 0.159037 -0.358691 0.198613 3451.21
250 100 10 14.120643817 0.060311412 2.65836 0.00200272 2.055 2.77731 3.51899 3.51899 3.40389 -0.00244196 5.09009 0.890494 15.2381 0.0332063 0.0551493 0.159225 -23.2743 10.6565 2.54997 -4.63061 38.125935 0.16033 0.0222623 0.380953 3453.81
251 100 10 14.179606872 0.058963055 2.65332 -0.00504661 2.05531 2.76893 3.51899 3.51899 3.37786 -0.0260357 5.08919 10.7004 9.80991 -0.0855893 -0.0166356 -0.118796 -23.2743 10.6565 2.54997 -4.63061 38.282383 0.156448 0.26751 0.245248 3447.25
252 100 10 14.230310597 0.050703725 2.65754 0.00421929 2.05562 2.76032 3.51899 3.50046 3.43578 0.0579253 5.08833 18.4136 7.71324 0.0832147 -0.156807 0.168804 -23.2743 10.6565 2.54997 -4.63061 38.41713 0.134747 0.460341 0.192831 3452.73
253 100 10 14.289936023 0.059625426 2.68387 0.0263345 2.05595 2.75215 3.51899 3.3618 3.62773 0.19195 5.08756 20.4461 2.0325 0.441666 -0.124979 0.358451 -23.2743 10.6565 2.54997 -4.63061 38.577157 0.160027 0.511153 0.0508124 3486.95
254 100 10 14.340121986 0.050185963 2.62977 -0.0540962 2.05625 2.74483 3.51899 3.29775 2.90237 -0.725364 5.08642 7.90754 -12.5386 -1.07792 -0.180869 -1.51958 -23.2743 10.6565 2.54997 -4.63061 38.709135 0.131978 0.197688 -0.313465 3416.67
255 100 10 14.390183565 0.050061579 2.62977 0 2.05655 2.73956 3.51899 3.29775 1.798 -1.10437 5.0847 -4.6883 -12.5958 0 -0.17203 1.07792 -23.2743 10.6565 2.54997 -4.63061 38.840786 0.131651 -0.117208 -0.314896 3416.67
256 100 10 14.44027356 0.050089995 2.62977 0 2.05685 2.73597 3.51899 3.29775 1.84797 0.0499678 5.083 -14.916 -10.2277 0 -0.00596118 0 -23.2743 10.6565 2.54997 -4.63061 38.972511 0.131725 -0.372899 -0.255692 3416.67
257 100 10 14.490350147 0.050076587 2.62977 0 2.05715 2.7329 3.51899 3.29775 2.02469 0.176725 5.08141 -21.3949 -6.47889 0 -0.00596118 0 -23.2743 10.6565 2.54997 -4.63061 39.104201 0.13169 -0.534872 -0.161972 3416.67
258 100 10 14.550326869 0.059976722 2.66159 0.0318186 2.05747 2.73093 3.51899 3.29775 4.24579 2.22109 5.08097 -23.3616 -1.9667 0.530516 -0.020092 0.530516 -23.2743 10.6565 2.54997 -4.63061 39.263835 0.159634 -0.584039 -0.0491676 3458.01
259 100 10 14.6093553 0.059028431 2.63857 -0.02302 2.05777 2.7292 3.51899 3.29775 4.18221 -0.0635757 5.0805 -27.3586 -3.99705 -0.389982 -0.0464884 -0.920498 -23.2743 10.6565 2.54997 -4.63061 39.419586 0.155751 -0.683966 -0.0999264 3428.1
260 100 10 14.660425715 0.051070415 2.62977 -0.0087986 2.05807 2.72787 3.51899 3.29775 3.95163 -0.230582 5.07991 -31.562 -4.2034 -0.172284 -0.0670373 0.217698 -23.2743 10.6565 2.54997 -4.63061 39.55389 0.134304 -0.789051 -0.105085 3416.67
261 100 10 14.719239714 0.058813999 2.62977 0 2.05837 2.72682 3.51899 3.29775 3.63907 -0.312555 5.07916 -41.4646 -9.9026 0 -0.0584784 0.172284 -23.2743 10.6565 2.54997 -4.63061 39.708558 0.154668 -1.03662 -0.247565 3416.67
262 100 10 14.769972591 0.050732877 2.62977 0 2.05867 2.72592 3.51899 3.29775 3.58385 -0.0552292 5.07838 -40.4119 1.05275 0 -0.0667999 0 -23.2743 10.6565 2.54997 -4.63061 39.841974 0.133416 -1.0103 0.0263188 3416.67
263 100 10 14.830270531 0.06029794 2.62977 0 2.05897 2.72519 3.51899 3.29775 3.53254 -0.0513098 5.07757 -39.4018 1.01012 0 -0.110966 0 -23.2743 10.6565 2.54997 -4.63061 40.000544 0.15857 -0.985044 0.0252529 3416.67
264 100 10 14.889938805 0.059668274 2.62977 0 2.05926 2.72456 3.51899 3.29775 3.54724 0.0147084 5.07678 -25.0577 14.3441 0 -0.00317494 0 -23.2743 10.6565 2.54997 -4.63061 40.157458 0.156914 -0.626441 0.358603 3416.67
265 100 10 14.940646114 0.050707309 2.62977 0 2.05956 2.72393 3.51899 3.29775 3.53283 -0.0144116 5.07597 -34.7676 -9.70999 0 -0.00317494 0 -23.2743 10.6565 2.54997 -4.63061 40.290807 0.133349 -0.869191 -0.24275 3416.67
266 100 10 15.000693685 0.060047571 2.62977 0 2.05986 2.7233 3.51899 3.29775 3.61881 0.0859759 5.07522 -31.5635 3.2041 0 -0.00317494 0 -23.2743 10.6565 2.54997 -4.63061 40.448719 0.157912 -0.789088 0.0801024 3416.67
267 100 10 15.060289479 0.059595794 2.69114 0.061362 2.06018 2.72373 3.51899 3.29775 3.56807 -0.0507426 5.07443 -21.916 9.6475 1.02964 0.0997887 1.02964 -23.2743 10.6565 2.54997 -4.63061 40.609099 0.16038 -0.547901 0.241187 3496.39
268 100 10 15.120698843 0.060409364 2.74149 0.0503583 2.06054 2.72484 3.51899 3.29775 3.64749 0.0794294 5.07369 -6.07356 15.8425 0.833617 0.130099 -0.19602 -23.2743 10.6565 2.54997 -4.63061 40.774711 0.165612 -0.151839 0.396062 3561.82
269 100 10 15.180836911 0.060138068 2.77884 0.0373411 2.06091 2.72633 3.51899 3.29775 5.25996 1.61247 5.07379 -9.50588 -3.43232 0.620923 0.231189 -0.212694 -23.2743 10.6565 2.54997 -4.63061 40.941825 0.167114 -0.237647 -0.0858079 3610.33
270 100 10 15.239646365 0.058809454 2.90225 0.123415 2.06135 2.72906 3.51899 3.29775 4.9033 -0.356667 5.0737 11.2885 20.7944 2.09857 0.458274 1.47764 -23.2743 10.6565 2.54997 -4.63061 41.112505 0.17068 0.282212 0.519859 3770.67
271 100 10 15.289767176 0.050120811 2.99195 0.0896974 2.06183 2.73268 3.51899 3.29775 4.45507 -0.44823 5.07338 18.9878 7.69932 1.78962 0.637237 -0.308942 -23.2743 10.6565 2.54997 -4.63061 41.262464 0.149959 0.474695 0.192483 3887.21
272 100 10 15.340122996 0.05035582 2.95124 -0.0407116 2.06229 2.7359 3.51899 3.29775 6.39352 1.93845 5.07406 32.9021 13.9143 -0.808479 0.556389 -2.5981 -23.2743 10.6565 2.54997 -4.63061 41.411076 0.148612 0.822552 0.347857 3834.32
273 100 10 15.399851398 0.059728402 2.8222 -0.12904 2.06269 2.73782 3.51899 3.29775 3.83248 -2.56103 5.07342 32.6491 -0.252981 -2.16045 0.340344 -1.35197 -23.2743 10.6565 2.54997 -4.63061 41.579641 0.168565 0.816227 -0.00632453 3666.67
274 100 10 15.449883985 0.050032587 2.86566 0.0434587 2.0631 2.74018 3.51899 3.29775 3.83666 0.0041811 5.07278 20.2293 -12.4198 0.868608 0.427205 3.02905 -23.2743 10.6565 2.54997 -4.63061 41.723017 0.143376 0.505732 -0.310495 3723.13
275 100 10 15.499962108 0.050078123 2.8965 0.0308406 2.06353 2.74285 3.51899 3.29775 3.71505 -0.12162 5.07207 6.14427 -14.085 0.61585 0.48879 -0.252757 -23.2743 10.6565 2.54997 -4.63061 41.868068 0.145051 0.153607 -0.352126 3763.2
276 100 10 15.560204624 0.060242516 2.89653 3.55244e-05 2.06397 2.74551 3.51899 3.29775 3.68979 -0.0252583 5.07136 -0.758284 -6.90256 0.000589689 0.488849 -0.615261 -23.2743 10.6565 2.54997 -4.63061 42.042562 0.174494 -0.0189571 -0.172564 3763.24
277 100 10 15.610241467 0.050036843 2.83279 -0.0637393 2.06436 2.74754 3.51899 3.29775 3.48591 -0.203881 5.07054 -13.6875 -12.9292 -1.27385 0.2585 -1.27444 -23.2743 10.6565 2.54997 -4.63061 42.184306 0.141744 -0.342187 -0.32323 3680.43
278 100 10 15.660331141 0.050089674 2.87127 0.0384755 2.06478 2.74959 3.51899 3.29775 3.60124 0.115331 5.06978 -24.5889 -10.9014 0.768133 0.251952 2.04198 -23.2743 10.6565 2.54997 -4.63061 42.328127 0.143821 -0.614722 -0.272535 3730.42
279 100 10 15.720075639 0.059744498 2.8222 -0.0490711 2.06517 2.75126 3.51899 3.29775 3.23568 -0.365561 5.06883 -36.6341 -12.0452 -0.821349 0.107725 -1.58948 -23.2743 10.6565 2.54997 -4.63061 42.496738 0.168611 -0.915852 -0.30113 3666.67
280 100 10 15.78003185 0.059956211 2.8222 0 2.06556 2.75231 3.51899 3.29775 2.11562 -1.12005 5.06731 -39.2338 -2.59974 0 -0.102132 0.821349 -23.2743 10.6565 2.54997 -4.63061 42.665946 0.169208 -0.980845 -0.0649936 3666.67
281 100 10 15.840336927 0.060305077 2.8222 0 2.06595 2.75232 3.51899 3.29775 2.06105 -0.0545727 5.06575 -39.6642 -0.430396 0 -0.281094 0 -23.2743 10.6565 2.54997 -4.63061 42.836139 0.170193 -0.991605 -0.0107599 3666.67
282 100 10 15.899461486 0.059124559 2.85367 0.0314739 2.06636 2.75189 3.51899 3.29775 3.47437 1.41332 5.06493 -17.1679 22.4963 0.532332 -0.147013 0.532332 -23.2743 10.6565 2.54997 -4.63061 43.004861 0.168722 -0.429199 0.562407 3707.56
283 100 10 15.950021179 0.050559693 2.8222 -0.0314739 2.06675 2.7508 3.51899 3.29775 55.4928 52.0184 5.09094 -30.4803 -13.3123 -0.622509 0.0067807 -1.15484 -23.2743 10.6565 2.54997 -4.63061 43.14755 0.142689 -0.762007 -0.332808 3666.67
284 100 10 16.000541 0.050519821 2.8222 0 2.06714 2.74894 3.51899 3.29775 2.11097 -53.3818 5.0894 -48.83 -18.3497 0 -0.0800801 0.622509 -23.2743 10.6565 2.54997 -4.63061 43.290127 0.142577 -1.22075 -0.458743 3666.67
285 100 10 16.059640503 0.059099503 2.8222 0 2.06753 2.7469 3.51899 3.29775 3.19624 1.08527 5.08843 -39.8683 8.96175 0 -0.141665 0 -23.2743 10.6565 2.54997 -4.63061 43.456917 0.16679 -0.996706 0.224044 3666.67
286 100 10 16.109751778 0.050111275 2.85789 0.0356963 2.06794 2.74515 3.51899 3.29775 3.82215 0.625917 5.08778 30.7368 70.6051 0.71234 -0.0704901 0.71234 -23.2743 10.6565 2.54997 -4.63061 43.60013 0.143213 0.76842 1.76513 3713.04
