x averagetime averagesmooth time timedelta speed speeddelta speedaverage speedaveragetime speedmax speedmaxtime maxspeed maxspeeddelta maxspeedaverage angle angledelta acceleration accelerationsmooth accelerationdelta accelerationmin accelerationmax accelerationmintime accelerationmaxtime distance distancedelta turn turndelta rpm
207 100 10 11.97 0.058000000 6.70292 0.17824 4.66011 4.31245 6.86933 6.86933 9.45757 -0.243795 5.81524 8.96404 4.55158 3.0731 2.81717 4.7081 -5.16316 8.19672 4.98814 -4.98814 57.285765 0.38877 0.224101 0.113789 8708.6
208 100 10 12.021 0.051000000 6.86172 0.158795 4.67021 4.34728 6.86933 6.86933 9.51204 0.0544654 5.83219 0.446478 -8.51756 3.11363 2.72424 0.0405341 -5.16316 8.19672 4.98814 -4.98814 57.635713 0.349948 0.0111619 -0.212939 8914.91
209 100 10 12.073 0.052000000 7.06773 0.20601 4.68116 4.38711 7.06773 7.06773 9.22657 -0.28547 5.84769 -3.0223 -3.46878 3.96173 2.69827 0.848094 -5.16316 8.19672 4.98814 -4.98814 58.003235 0.367522 -0.0755576 -0.0867195 9182.56
210 100 10 12.13 0.057000000 7.35222 0.28449 4.6933 4.43234 7.35222 7.35222 9.13968 -0.0868875 5.86266 -1.89463 1.12768 4.99105 2.69856 1.02933 -5.16316 8.19672 4.99105 -4.98814 58.422311 0.419076 -0.0473657 0.0281919 9552.18
211 100 10 12.191 0.061000000 7.63822 0.286001 4.70662 4.48101 7.63822 7.63822 9.3328 0.193119 5.87836 2.49133 4.38596 4.68854 2.78624 -0.302518 -5.16316 8.19672 4.99105 -4.98814 58.888242 0.465931 0.0622834 0.109649 9923.76
212 100 10 12.251 0.060000000 7.83803 0.199806 4.72073 4.53168 7.83803 7.83803 9.57974 0.246939 5.89503 1.2947 -1.19664 3.3301 2.70449 -1.35844 -5.16316 8.19672 4.99105 -4.98814 59.358524 0.470282 0.0323674 -0.029916 10183.4
213 100 10 12.302 0.051000000 8.08818 0.250155 4.73583 4.58484 8.08818 8.08818 9.60552 0.0257848 5.91167 -1.85407 -3.14876 4.90501 2.69618 1.57491 -5.16316 8.19672 4.99105 -4.98814 59.771021 0.412497 -0.0463516 -0.0787191 10508.4
214 100 10 12.362 0.060000000 8.37371 0.285529 4.75207 4.63842 8.37371 8.37371 9.60307 -0.00244682 5.92815 -1.60301 0.251053 4.75882 2.71452 -0.14619 -5.16316 8.19672 4.99105 -4.98814 60.273444 0.502423 -0.0400753 0.00627632 10879.3
215 100 10 12.421 0.059000000 8.43617 0.0624647 4.76844 4.69016 8.43617 8.43617 9.49375 -0.109326 5.944 3.29356 4.89658 1.05872 3.22457 -3.70009 -5.16316 8.19672 4.99105 -4.98814 60.771178 0.497734 0.0823391 0.122414 10960.5
216 100 10 12.481 0.060000000 8.23729 -0.198884 4.78379 4.73697 8.43617 8.43617 6.35924 -3.1345 5.94583 0.74257 -2.55099 -3.31473 3.0566 -4.37346 -5.16316 8.19672 4.99105 -4.98814 61.265415 0.494237 0.0185643 -0.0637749 10702.1
217 100 10 12.541 0.060000000 7.93809 -0.299205 4.79769 4.77864 8.43617 8.43617 6.20045 -0.158795 5.94696 -0.249682 -0.992252 -4.98675 2.25061 -1.67201 -5.16316 8.19672 4.99105 -4.98814 61.7417 0.476285 -0.00624205 -0.0248063 10313.4
218 100 10 12.598 0.057000000 7.64869 -0.289395 4.81019 4.81742 8.43617 8.43617 5.96427 -0.236175 5.94703 1.05152 1.3012 -5.0771 1.43154 -0.0903556 -5.16316 8.19672 4.99105 -5.0771 62.177675 0.435975 0.026288 0.0325301 9937.36
219 100 10 12.65 0.052000000 7.40344 -0.24525 4.82152 4.85374 8.43617 8.43617 6.11414 0.149868 5.94776 -0.103064 -1.15458 -4.71635 0.56373 0.360752 -5.16316 8.19672 4.99105 -5.0771 62.562654 0.384979 -0.0025766 -0.0288646 9618.73
220 100 10 12.701 0.051000000 7.15819 -0.24525 4.83168 4.88761 8.43617 8.43617 5.97588 -0.138265 5.94788 -0.323692 -0.220628 -4.80882 -0.416257 -0.0924681 -5.16316 8.19672 4.99105 -5.0771 62.927722 0.365068 -0.00809231 -0.00551571 9300.09
221 100 10 12.761 0.060000000 6.86389 -0.2943 4.84047 4.91778 8.43617 8.43617 7.22015 1.24427 5.95339 -1.52776 -1.20407 -4.905 -1.37561 -0.0961827 -5.16316 8.19672 4.99105 -5.0771 63.339555 0.411833 -0.038194 -0.0301017 8917.73
222 100 10 12.82 0.059000000 6.56959 -0.2943 4.84793 4.94679 8.43617 8.43617 5.92281 -1.29733 5.95326 -1.2394 0.288358 -4.98814 -2.20743 -0.0831356 -5.16316 8.19672 4.99105 -5.0771 63.727161 0.387606 -0.030985 0.00720896 8535.37
223 100 10 12.88 0.060000000 6.27529 -0.2943 4.85405 4.97581 8.43617 8.43617 5.74772 -0.175095 5.95238 -2.71948 -1.48008 -4.905 -3.18843 0.0831356 -5.16316 8.19672 4.99105 -5.0771 64.103678 0.376517 -0.0679871 -0.037002 8153.01
224 100 10 12.931 0.051000000 6.03004 -0.24525 4.85908 5.00526 8.43617 8.43617 5.98086 0.233147 5.9525 3.64551 6.36499 -4.80882 -4.1452 0.0961827 -5.16316 8.19672 4.99105 -5.0771 64.41121 0.307532 0.0911377 0.159125 7834.37
225 100 10 12.982 0.051000000 5.77498 -0.25506 4.86298 5.03511 8.43617 8.43617 5.81644 -0.16443 5.95192 0.280559 -3.36495 -5.00118 -4.75119 -0.192362 -5.16316 8.19672 4.99105 -5.0771 64.705734 0.294524 0.00701397 -0.0841237 7502.99
226 100 10 13.04 0.058000000 5.49049 -0.28449 4.86564 5.06128 8.43617 8.43617 5.57954 -0.236897 5.95034 -5.27922 -5.55978 -4.905 -4.91022 0.0961784 -5.16316 8.19672 4.99105 -5.0771 65.024182 0.318448 -0.131981 -0.138995 7133.38
227 100 10 13.091 0.051000000 5.24524 -0.24525 4.86724 5.08294 8.43617 8.43617 5.22151 -0.358025 5.94727 -5.993 -0.713779 -4.80882 -4.89242 0.0961833 -5.16316 8.19672 4.99105 -5.0771 65.291689 0.267507 -0.149825 -0.0178445 6814.74
228 100 10 13.15 0.059000000 5.16787 -0.0773668 4.8685 5.10088 8.43617 8.43617 5.47178 0.250269 5.94527 -7.25573 -1.26273 -1.3113 -4.51584 3.49752 -5.16316 8.19672 4.99105 -5.0771 65.596594 0.304905 -0.181393 -0.0315682 6714.23
229 100 10 13.211 0.061000000 4.87987 -0.288006 4.86855 5.11301 8.43617 8.43617 5.03706 -0.434722 5.94147 -9.24524 -1.98951 -4.72141 -4.51635 -3.41011 -5.16316 8.19672 4.99105 -5.0771 65.894266 0.297672 -0.231131 -0.0497377 6340.04
230 100 10 13.262 0.051000000 4.70593 -0.173934 4.86787 5.12235 8.43617 8.43617 4.39628 -0.640777 5.93503 -9.84965 -0.60441 -3.41048 -4.37652 1.31094 -5.16316 8.19672 4.99105 -5.0771 66.134269 0.240003 -0.246241 -0.0151103 6114.06
231 100 10 13.319 0.057000000 4.52552 -0.180416 4.86645 5.12989 8.43617 8.43617 4.46301 0.0667276 5.92892 -10.4157 -0.56608 -3.16519 -4.20253 0.245293 -5.16316 8.19672 4.99105 -5.0771 66.392223 0.257954 -0.260393 -0.014152 5879.66
232 100 10 13.372 0.053000000 4.62852 0.103005 4.86547 5.13989 8.43617 8.43617 4.93088 0.467873 5.9248 -11.1043 -0.688562 1.94349 -3.50937 5.10868 -5.16316 8.19672 4.99105 -5.0771 66.637535 0.245312 -0.277607 -0.0172141 6013.49
233 100 10 13.43 0.058000000 4.81422 0.185702 4.86526 5.15032 8.43617 8.43617 4.90199 -0.0288924 5.92059 -10.9697 0.134604 3.20176 -2.6987 1.25827 -5.16316 8.19672 4.99105 -5.0771 66.91676 0.279225 -0.274242 0.0033651 6254.76
234 100 10 13.482 0.052000000 4.7434 -0.0708265 4.86476 5.16004 8.43617 8.43617 4.51381 -0.388176 5.91482 -7.94688 3.02281 -1.36205 -2.35402 -4.5638 -5.16316 8.19672 4.99105 -5.0771 67.163417 0.246657 -0.198672 0.0755702 6162.74
235 100 10 13.541 0.059000000 4.58032 -0.163081 4.8636 5.16534 8.43617 8.43617 4.45179 -0.0620261 5.90885 -8.11939 -0.172514 -2.76409 -2.13031 -1.40204 -5.16316 8.19672 4.99105 -5.0771 67.433656 0.270239 -0.202985 -0.00431284 5950.86
236 100 10 13.601 0.060000000 4.59514 0.0148273 4.8625 5.1683 8.43617 8.43617 4.65408 0.202295 5.90375 -8.01331 0.106078 0.247121 -1.6151 3.01121 -5.16316 8.19672 4.99105 -5.0771 67.709365 0.275709 -0.200333 0.00265196 5970.12
237 100 10 13.661 0.060000000 4.53699 -0.0581489 4.86119 5.16788 8.43617 8.43617 4.57234 -0.0817412 5.89836 -7.96508 0.0482351 -0.969148 -1.23113 -1.21627 -5.16316 8.19672 4.99105 -5.0771 67.981585 0.27222 -0.199127 0.00120588 5894.57
238 100 10 13.712 0.051000000 4.43487 -0.102125 4.85947 5.16398 8.43617 8.43617 4.12225 -0.45009 5.8912 -9.22624 -1.26116 -2.00245 -1.30025 -1.03331 -5.16316 8.19672 4.99105 -5.0771 68.207763 0.226178 -0.230656 -0.031529 5761.89
239 100 10 13.771 0.059000000 4.14057 -0.2943 4.85658 5.15829 8.43617 8.43617 3.82591 -0.296344 5.88291 -8.93024 0.296001 -4.98814 -1.32692 -2.98568 -5.16316 8.19672 4.99105 -5.0771 68.452057 0.244294 -0.223256 0.00740004 5379.53
240 100 10 13.83 0.059000000 3.85117 -0.289395 4.85256 5.15135 8.43617 8.43617 3.31356 -0.512343 5.87263 -10.5238 -1.59356 -4.905 -1.47637 0.0831394 -5.16316 8.19672 4.99105 -5.0771 68.679276 0.227219 -0.263095 -0.0398391 5003.54
241 100 10 13.89 0.060000000 3.91839 0.0672193 4.84884 5.1455 8.43617 8.43617 3.31202 -0.00153947 5.86243 -13.4943 -2.97054 1.12032 -1.04782 6.02532 -5.16316 8.19672 4.99105 -5.0771 68.91438 0.235104 -0.337358 -0.0742635 5090.87
242 100 10 13.941 0.051000000 4.07156 0.153161 4.84575 5.14181 8.43617 8.43617 3.78576 0.47374 5.85419 -14.3177 -0.823407 3.00316 -0.941852 1.88284 -5.16316 8.19672 4.99105 -5.0771 69.122029 0.207649 -0.357944 -0.0205852 5289.86
243 100 10 14.0 0.059000000 3.93501 -0.136544 4.84215 5.13716 8.43617 8.43617 3.77843 -0.00733852 5.84598 -13.2136 1.10415 -2.3143 -1.49346 -5.31746 -5.16316 8.19672 4.99105 -5.0771 69.354195 0.232166 -0.33034 0.0276038 5112.46
244 100 10 14.054 0.054000000 4.03 0.0949914 4.83896 5.13454 8.43617 8.43617 3.40223 -0.3762 5.83636 -14.0601 -0.846548 1.7591 -1.18134 4.07341 -5.16316 8.19672 4.99105 -5.0771 69.571815 0.21762 -0.351504 -0.0211637 5235.88
245 100 10 14.11 0.056000000 3.87241 -0.157588 4.83516 5.13279 8.43617 8.43617 3.76153 0.359301 5.82822 -14.3151 -0.254965 -2.81408 -1.18634 -4.57318 -5.16316 8.19672 4.99105 -5.0771 69.78867 0.216855 -0.357878 -0.00637412 5031.13
246 100 10 14.161 0.051000000 3.927 0.0545857 4.83162 5.13235 8.43617 8.43617 3.57378 -0.187748 5.81942 -15.298 -0.982878 1.07031 -1.10402 3.88438 -5.16316 8.19672 4.99105 -5.0771 69.988947 0.200277 -0.38245 -0.024572 5102.05
247 100 10 14.22 0.059000000 3.9764 0.0494018 4.82829 5.13251 8.43617 8.43617 3.38354 -0.19024 5.80994 -16.001 -0.702982 0.837318 -0.923376 -0.23299 -5.16316 8.19672 4.99105 -5.0771 70.223555 0.234608 -0.400024 -0.0175745 5166.24
248 100 10 14.271 0.051000000 3.9139 -0.0625036 4.82475 5.13394 8.43617 8.43617 3.68623 0.30269 5.80171 -14.6422 1.35878 -1.22556 -0.845687 -2.06288 -5.16316 8.19672 4.99105 -5.0771 70.423164 0.199609 -0.366055 0.0339696 5085.03
249 100 10 14.331 0.060000000 3.92746 0.0135574 4.82128 5.13398 8.43617 8.43617 3.62733 -0.0589022 5.79331 -14.9704 -0.3282 0.225957 -0.324278 1.45152 -5.16316 8.19672 4.99105 -5.0771 70.658811 0.235647 -0.37426 -0.008205 5102.64
250 100 10 14.383 0.052000000 4.02009 0.0926363 4.8182 5.13328 8.43617 8.43617 3.43392 -0.193409 5.78424 -15.2617 -0.291294 1.78147 0.344369 1.55551 -5.16316 8.19672 4.99105 -5.0771 70.867856 0.209045 -0.381542 -0.00728235 5223
251 100 10 14.44 0.057000000 3.96461 -0.055485 4.81493 5.13203 8.43617 8.43617 3.61436 0.180443 5.77592 -13.9274 1.33426 -0.973421 0.134995 -2.75489 -5.16316 8.19672 4.99105 -5.0771 71.093839 0.225983 -0.348186 0.0333565 5150.91
252 100 10 14.5 0.060000000 3.94057 -0.0240333 4.81159 5.13276 8.43617 8.43617 4.07651 0.462148 5.76944 -12.8652 1.06223 -0.400555 -0.205377 0.572866 -5.16316 8.19672 4.99105 -5.0771 71.330273 0.236434 -0.32163 0.0265557 5119.69
253 100 10 14.561 0.061000000 3.89513 -0.0454445 4.80811 5.13351 8.43617 8.43617 4.00282 -0.0736929 5.76272 -12.4225 0.442703 -0.744992 -0.0484452 -0.344436 -5.16316 8.19672 4.99105 -5.0771 71.567876 0.237603 -0.310562 0.0110676 5060.65
254 100 10 14.62 0.059000000 4.04722 0.152093 4.80523 5.13442 8.43617 8.43617 5.45644 1.45362 5.76156 -15.6015 -3.17905 2.57785 0.0334293 3.32284 -5.16316 8.19672 4.99105 -5.0771 71.806662 0.238786 -0.390039 -0.0794763 5258.25
255 100 10 14.671 0.051000000 4.28987 0.242651 4.80328 5.13859 8.43617 8.43617 6.14902 0.692579 5.76302 -15.3212 0.280335 4.75787 0.790624 2.18003 -5.16316 8.19672 4.99105 -5.0771 72.025446 0.218784 -0.38303 0.00700837 5573.51
256 100 10 14.722 0.051000000 4.45487 0.164999 4.80197 5.14489 8.43617 8.43617 8.01938 1.87036 5.77151 -13.1688 2.15236 3.23528 1.00712 -1.52259 -5.16316 8.19672 4.99105 -5.0771 72.252645 0.227199 -0.329221 0.0538091 5787.88
257 100 10 14.78 0.058000000 4.74427 0.289395 4.80175 5.15437 8.43617 8.43617 9.37179 1.35241 5.78499 -12.626 0.542823 4.98957 1.42235 1.75428 -5.16316 8.19672 4.99105 -5.0771 72.527813 0.275168 -0.31565 0.0135706 6163.87
258 100 10 14.831 0.051000000 4.98169 0.237422 4.80243 5.16557 8.43617 8.43617 10.4336 1.06183 5.80234 -10.4288 2.1972 4.65532 2.01043 -0.334243 -5.16316 8.19672 4.99105 -5.0771 72.781879 0.254066 -0.260721 0.0549299 6472.33
259 100 10 14.89 0.059000000 5.1815 0.199806 4.80383 5.17716 8.43617 8.43617 11.9482 1.51461 5.82518 -7.99957 2.42925 3.38654 2.32649 -1.26879 -5.16316 8.19672 4.99105 -5.0771 73.087587 0.305708 -0.199989 0.0607314 6731.92
260 100 10 14.95 0.060000000 5.4758 0.2943 4.80632 5.19097 8.43617 8.43617 8.90434 -3.04389 5.83659 -4.25425 3.74532 4.905 2.63885 1.51846 -5.16316 8.19672 4.99105 -5.0771 73.416135 0.328548 -0.106356 0.0936331 7114.28
261 100 10 15.001 0.051000000 5.72595 0.250155 4.80972 5.20532 8.43617 8.43617 8.72786 -0.176479 5.84726 -0.122308 4.13194 4.905 3.22669 -1.86995e-06 -5.16316 8.19672 4.99105 -5.0771 73.708158 0.292023 -0.00305771 0.103298 7439.29
262 100 10 15.052 0.051000000 5.9616 0.235651 4.81395 5.21955 8.43617 8.43617 9.75756 1.0297 5.86163 -2.15599 -2.03368 4.62061 3.7288 -0.284391 -5.16316 8.19672 4.99105 -5.0771 74.0122 0.304042 -0.0538998 -0.0508421 7745.46
263 100 10 15.11 0.058000000 6.20685 0.24525 4.81905 5.23491 8.43617 8.43617 11.2066 1.449 5.88121 -5.22817 -3.07218 4.22845 4.22615 -0.392156 -5.16316 8.19672 4.99105 -5.0771 74.372197 0.359997 -0.130704 -0.0768045 8064.09
264 100 10 15.171 0.061000000 6.50115 0.2943 4.82519 5.25087 8.43617 8.43617 8.11656 -3.08999 5.88937 -6.16718 -0.939012 4.82458 4.45082 0.596131 -5.16316 8.19672 4.99105 -5.0771 74.768767 0.39657 -0.15418 -0.0234753 8446.45
265 100 10 15.23 0.059000000 6.5419 0.0407505 4.83144 5.26504 8.43617 8.43617 15.0021 6.88556 5.92251 -9.10707 -2.93989 0.690687 4.0441 -4.1339 -5.16316 8.19672 4.99105 -5.0771 75.154739 0.385972 -0.227677 -0.0734971 8499.4
266 100 10 15.29 0.060000000 6.2476 -0.2943 4.83657 5.27817 8.43617 8.43617 8.98709 -6.01503 5.93361 -9.13534 -0.0282687 -4.90499 3.23008 -5.59568 -5.16316 8.19672 4.99105 -5.0771 75.529595 0.374856 -0.228383 -0.000706717 8117.03
267 100 10 15.341 0.051000000 6.10521 -0.142388 4.84115 5.29282 8.43617 8.43617 8.15943 -0.827668 5.94164 -4.84432 4.29101 -2.79193 2.45193 2.11307 -5.16316 8.19672 4.99105 -5.0771 75.840961 0.311366 -0.121108 0.107275 7932.04
268 100 10 15.403 0.062000000 6.11332 0.008111 4.84572 5.3105 8.43617 8.43617 7.2499 -0.909527 5.94635 4.31548 9.1598 0.130823 1.99948 2.92275 -5.16316 8.19672 4.99105 -5.0771 76.219987 0.379026 0.107887 0.228995 7942.58
269 100 10 15.46 0.057000000 6.34167 0.228341 4.85108 5.32931 8.43617 8.43617 6.23056 -1.01934 5.94737 9.43302 5.11754 4.00598 2.06142 3.87515 -5.16316 8.19672 4.99105 -5.0771 76.581462 0.361475 0.235826 0.127939 8239.24
270 100 10 15.511 0.051000000 6.2735 -0.0681667 4.85616 5.34444 8.43617 8.43617 5.97502 -0.25554 5.94747 5.62654 -3.80648 -1.3366 1.43726 -5.34258 -5.16316 8.19672 4.99105 -5.0771 76.90141 0.319948 0.140664 -0.095162 8150.68
271 100 10 15.562 0.051000000 6.35793 0.0844312 4.86151 5.35889 8.43617 8.43617 6.73643 0.761413 5.95028 2.59076 -3.03578 1.65551 1.11231 2.99212 -5.16316 8.19672 4.99105 -5.0771 77.225664 0.324254 0.0647689 -0.0758946 8260.37
272 100 10 15.623 0.061000000 6.20458 -0.153355 4.86627 5.37476 8.43617 8.43617 6.40809 -0.328338 5.9519 3.31534 0.724583 -2.51401 0.39885 -4.16952 -5.16316 8.19672 4.99105 -5.0771 77.604143 0.378479 0.0828835 0.0181146 8061.13
273 100 10 15.682 0.059000000 5.91518 -0.289395 4.86998 5.39019 8.43617 8.43617 6.15802 -0.250073 5.95263 0.326356 -2.98898 -4.905 -0.514495 -2.39099 -5.16316 8.19672 4.99105 -5.0771 77.953139 0.348996 0.00815891 -0.0747246 7685.14
274 100 10 15.741 0.059000000 5.62579 -0.289395 4.87264 5.40173 8.43617 8.43617 5.5717 -0.586317 5.95129 0.411146 0.08479 -4.905 -1.48745 0 -5.16316 8.19672 4.99105 -5.0771 78.28506 0.331921 0.0102787 0.00211975 7309.16
275 100 10 15.801 0.060000000 5.32658 -0.299205 4.87423 5.40832 8.43617 8.43617 5.4803 -0.0914002 5.94963 -0.171395 -0.582542 -4.98676 -2.0552 -0.0817575 -5.16316 8.19672 4.99105 -5.0771 78.604655 0.319595 -0.00428488 -0.0145635 6920.42
276 100 10 15.863 0.062000000 5.25889 -0.0676866 4.87558 5.41525 8.43617 8.43617 5.51486 0.0345588 5.94811 -2.25178 -2.08039 -1.09172 -1.67387 3.89504 -5.16316 8.19672 4.99105 -5.0771 78.930706 0.326051 -0.0562946 -0.0520097 6832.48
277 100 10 15.921 0.058000000 5.09885 -0.160043 4.87636 5.42351 8.43617 8.43617 5.42383 -0.0910325 5.94629 -3.13634 -0.884557 -2.75936 -1.67061 -1.66764 -5.16316 8.19672 4.99105 -5.0771 79.226439 0.295733 -0.0784085 -0.0221139 6624.55
278 100 10 15.982 0.061000000 4.88306 -0.215795 4.87638 5.42936 8.43617 8.43617 5.16281 -0.261023 5.94357 -5.17746 -2.04112 -3.53762 -2.03746 -0.778258 -5.16316 8.19672 4.99105 -5.0771 79.524305 0.297866 -0.129436 -0.051028 6344.18
279 100 10 16.04 0.058000000 4.59366 -0.289395 4.8754 5.42933 8.43617 8.43617 4.38072 -0.78208 5.93816 -5.61554 -0.438077 -4.98957 -2.93701 -1.45195 -5.16316 8.19672 4.99105 -5.0771 79.790737 0.266432 -0.140388 -0.0109519 5968.2
280 100 10 16.092 0.052000000 4.58773 -0.0059309 4.87441 5.42642 8.43617 8.43617 4.47003 0.0893039 5.9331 -7.15449 -1.53895 -0.114056 -2.81476 4.87551 -5.16316 8.19672 4.99105 -5.0771 80.029299 0.238562 -0.178862 -0.0384737 5960.49
281 100 10 16.151 0.059000000 4.73488 0.14715 4.87393 5.42451 8.43617 8.43617 5.19309 0.723057 5.93055 -8.3811 -1.22662 2.49407 -2.7309 2.60812 -5.16316 8.19672 4.99105 -5.0771 80.308657 0.279358 -0.209528 -0.0306655 6151.67
282 100 10 16.211 0.060000000 4.90432 0.169443 4.87403 5.42728 8.43617 8.43617 5.2131 0.0200132 5.9281 -9.46002 -1.07892 2.82404 -2.1971 0.329976 -5.16316 8.19672 4.99105 -5.0771 80.602916 0.294259 -0.236501 -0.026973 6371.81
283 100 10 16.263 0.052000000 4.69831 -0.20601 4.87343 5.43039 8.43617 8.43617 4.41983 -0.793273 5.92295 -9.2126 0.247422 -3.96173 -2.10277 -6.78577 -5.16316 8.19672 4.99105 -5.0771 80.847228 0.244312 -0.230315 0.00618556 6104.16
284 100 10 16.32 0.057000000 4.61571 -0.0826058 4.87256 5.43338 8.43617 8.43617 4.35094 -0.0688906 5.9176 -8.29374 0.918857 -1.44923 -1.75719 2.5125 -5.16316 8.19672 4.99105 -5.0771 81.110323 0.263095 -0.207344 0.0229714 5996.84
285 100 10 16.371 0.051000000 4.65396 0.0382566 4.87182 5.43475 8.43617 8.43617 4.54978 0.198844 5.91296 -9.80901 -1.51526 0.75013 -1.1835 2.19936 -5.16316 8.19672 4.99105 -5.0771 81.347675 0.237352 -0.245225 -0.0378816 6046.54
286 100 10 16.423 0.052000000 4.79754 0.143577 4.87156 5.43657 8.43617 8.43617 5.42834 0.878559 5.91133 -8.73728 1.07172 2.7611 -0.798221 2.01097 -5.16316 8.19672 4.99105 -5.0771 81.597147 0.249472 -0.218432 0.0267931 6233.08
287 100 10 16.48 0.057000000 4.70584 -0.0917001 4.87101 5.44042 8.43617 8.43617 4.24195 -1.18639 5.90571 -9.81079 -1.07351 -1.60877 -0.683162 -4.36987 -5.16316 8.19672 4.99105 -5.0771 81.86538 0.268233 -0.24527 -0.0268378 6113.94
288 100 10 16.54 0.060000000 4.48385 -0.22199 4.86971 5.44382 8.43617 8.43617 4.52373 0.281786 5.90107 -7.68323 2.12756 -3.69983 -0.699384 -2.09105 -5.16316 8.19672 4.99105 -5.0771 82.134411 0.269031 -0.192081 0.053189 5825.53
289 100 10 16.591 0.051000000 4.62746 0.143604 4.8689 5.44616 8.43617 8.43617 4.36005 -0.163686 5.89592 -8.07853 -0.395294 2.81577 0.0811502 6.5156 -5.16316 8.19672 4.99105 -5.0771 82.370411 0.236 -0.201963 -0.00988236 6012.1
290 100 10 16.651 0.060000000 4.8317 0.204239 4.86877 5.4476 8.43617 8.43617 6.42439 2.06434 5.89768 -8.61986 -0.541331 3.40399 0.432955 0.588219 -5.16316 8.19672 4.99105 -5.0771 82.660313 0.289902 -0.215496 -0.0135333 6277.45
291 100 10 16.711 0.060000000 5.06229 0.230593 4.86942 5.4491 8.43617 8.43617 5.98622 -0.43817 5.89797 -8.67868 -0.0588167 3.84322 0.56787 0.439231 -5.16316 8.19672 4.99105 -5.0771 82.96405 0.303737 -0.216967 -0.00147042 6577.05
292 100 10 16.771 0.060000000 4.81704 -0.24525 4.86924 5.45002 8.43617 8.43617 4.14437 -1.84185 5.89216 -11.6231 -2.94439 -4.0875 -0.123285 -7.93072 -5.16316 8.19672 4.99105 -5.0771 83.253072 0.289022 -0.290577 -0.0736098 6258.41
293 100 10 16.83 0.059000000 4.52274 -0.2943 4.8681 5.4505 8.43617 8.43617 8.5359 4.39153 5.90089 -11.226 0.397059 -4.98813 -0.225925 -0.900625 -5.16316 8.19672 4.99105 -5.0771 83.519914 0.266842 -0.28065 0.00992647 5876.05
294 100 10 16.881 0.051000000 4.37559 -0.14715 4.86648 5.45146 8.43617 8.43617 10.4547 1.91881 5.91587 -12.2948 -1.06881 -2.88529 -0.369532 2.10283 -5.16316 8.19672 4.99105 -5.0771 83.743069 0.223155 -0.30737 -0.0267203 5684.87
295 100 10 16.944 0.063000000 4.66989 0.2943 4.86583 5.45284 8.43617 8.43617 11.2287 0.774041 5.93329 -10.6093 1.68552 4.67143 0.022598 7.55672 -5.16316 8.19672 4.99105 -5.0771 84.037272 0.294203 -0.265232 0.042138 6067.23
296 100 10 17.001 0.057000000 4.96909 0.299205 4.86617 5.4544 8.43617 8.43617 17.5865 6.35772 5.97137 -11.5692 -0.959893 5.24921 0.271409 0.577778 -5.16316 8.19672 5.24921 -5.0771 84.32051 0.283238 -0.28923 -0.0239973 6455.97
297 100 10 17.053 0.052000000 5.13119 0.162093 4.86704 5.45465 8.43617 8.43617 23.5498 5.96335 6.02863 -11.8476 -0.278453 3.11717 0.744003 -2.13204 -5.16316 8.19672 5.24921 -5.0771 84.587332 0.266822 -0.296191 -0.00696132 6666.56
298 100 10 17.113 0.060000000 5.41618 0.284993 4.86882 5.45568 8.43617 8.43617 19.1531 -4.39673 6.07124 -9.12821 2.71944 4.74989 1.58897 1.63272 -5.16316 8.19672 5.24921 -5.0771 84.912303 0.324971 -0.228205 0.0679859 7036.83
299 100 10 17.171 0.058000000 5.70067 0.28449 4.87151 5.45703 8.43617 8.43617 15.7066 -3.44653 6.10242 -7.32173 1.80648 4.905 1.7979 0.155116 -5.16316 8.19672 5.24921 -5.0771 85.242942 0.330639 -0.183043 0.045162 7406.45
300 100 10 17.234 0.063000000 5.9523 0.251633 4.875 5.45795 8.43617 8.43617 12.6176 -3.08898 6.12344 -7.22377 0.097959 3.99418 1.85692 -0.910825 -5.16316 8.19672 5.24921 -5.0771 85.617937 0.374995 -0.180594 0.00244898 7733.37
301 100 10 17.291 0.057000000 6.18648 0.234173 4.87921 5.45889 8.43617 8.43617 10.5564 -2.06116 6.13769 -3.32643 3.89734 4.1083 1.88342 0.114126 -5.16316 8.19672 5.24921 -5.0771 85.970566 0.352629 -0.0831608 0.0974334 8037.62
302 100 10 17.342 0.051000000 6.43663 0.250155 4.88421 5.45984 8.43617 8.43617 10.8468 0.290384 6.15279 0.830255 4.15669 4.905 2.78267 0.796696 -5.16316 8.19672 5.24921 -5.0771 86.298834 0.328268 0.0207564 0.103917 8362.63
303 100 10 17.401 0.059000000 6.14233 -0.2943 4.88822 5.4549 8.43617 8.43617 8.6754 -2.1714 6.16085 -1.02285 -1.85311 -4.98814 2.78267 -9.89314 -5.16316 8.19672 5.24921 -5.0771 86.661232 0.362398 -0.0255713 -0.0463277 7980.26
304 100 10 17.463 0.062000000 5.84313 -0.299205 4.89127 5.44464 8.43617 8.43617 7.0038 -1.6716 6.16353 -1.88326 -0.860409 -4.82588 2.58862 0.162253 -5.16316 8.19672 5.24921 -5.0771 87.023506 0.362274 -0.0470815 -0.0215102 7591.53
305 100 10 17.521 0.058000000 5.82551 -0.0176153 4.89423 5.43667 8.43617 8.43617 6.1987 -0.8051 6.16364 3.49086 5.37412 -0.303712 2.0911 4.52217 -5.16316 8.19672 5.24921 -5.0771 87.361386 0.33788 0.0872716 0.134353 7568.64
