x averagetime averagesmooth time timedelta speed speeddelta speedaverage speedaveragetime speedmax speedmaxtime maxspeed maxspeeddelta maxspeedaverage angle angledelta acceleration accelerationsmooth accelerationdelta accelerationmin accelerationmax accelerationmintime accelerationmaxtime distance distancedelta turn turndelta rpm
493 100 10 28.37 0.059000000 4.11254 -0.2943 4.98351 4.29419 9.42117 6.58745 4.23978 0.0869934 6.08201 18.9761 0.323641 -4.98814 0.362259 -3.01232 -5.35089 8.19672 5.0685 -5.07711 143.036582 0.24264 0.474402 0.00809103 5343.11
494 100 10 28.421 0.051000000 4.15718 0.0446463 4.98187 4.28861 9.42117 6.58745 4.71997 0.480195 6.07931 17.9982 -0.977818 0.875417 0.153741 5.86355 -5.35089 8.19672 5.0685 -5.07711 143.248598 0.212016 0.449956 -0.0244454 5401.11
495 100 10 28.481 0.060000000 4.45148 0.2943 4.98082 4.28421 9.42117 6.58745 5.05392 0.333944 6.07728 15.9597 -2.03857 4.905 0.295071 4.02958 -5.35089 8.19672 5.0685 -5.07711 143.515687 0.267089 0.398992 -0.0509642 5783.47
496 100 10 28.532 0.051000000 4.70654 0.25506 4.98027 4.28069 9.42117 6.58745 5.21697 0.163055 6.07558 15.7422 -0.217451 5.00117 0.850217 0.0961696 -5.35089 8.19672 5.0685 -5.07711 143.755721 0.240034 0.393556 -0.00543627 6114.85
497 100 10 28.59 0.058000000 4.91869 0.212143 4.98015 4.27901 9.42117 6.58745 5.02529 -0.191685 6.0735 14.4106 -1.3316 3.65765 1.03345 -1.34353 -5.35089 8.19672 5.0685 -5.07711 144.041005 0.285284 0.360266 -0.03329 6390.47
498 100 10 28.65 0.060000000 4.72801 -0.190675 4.97966 4.27837 9.42117 6.58745 4.66801 -0.357273 6.07074 14.463 0.0524044 -3.17791 0.822088 -6.83556 -5.35089 8.19672 5.0685 -5.07711 144.324686 0.283681 0.361576 0.00131011 6142.75
499 100 10 28.701 0.051000000 4.48276 -0.24525 4.97868 4.27822 9.42117 6.58745 4.50194 -0.166078 6.06765 13.1172 -1.3458 -4.80883 0.770852 -1.63091 -5.35089 8.19672 5.0685 -5.07711 144.553307 0.228621 0.327931 -0.0336449 5824.11
500 100 10 28.761 0.060000000 4.53108 0.0483212 4.9778 4.28051 9.42117 6.58745 4.84494 0.343006 6.06526 11.8356 -1.28168 0.805354 0.449993 5.61418 -5.35089 8.19672 5.0685 -5.07711 144.825172 0.271865 0.295889 -0.032042 5886.89
501 100 10 28.82 0.059000000 4.78484 0.25376 4.97742 4.28311 9.42117 6.58745 5.2895 0.44456 6.06374 9.50237 -2.33318 4.30102 0.459492 3.49567 -5.35089 8.19672 5.0685 -5.07711 145.107478 0.282306 0.237559 -0.0583296 6216.58
502 100 10 28.871 0.051000000 4.75565 -0.029191 4.97699 4.28288 9.42117 6.58745 4.54649 -0.743016 6.06078 7.07677 -2.4256 -0.572373 0.599836 -4.8734 -5.35089 8.19672 5.0685 -5.07711 145.350016 0.242538 0.176919 -0.06064 6178.66
503 100 10 28.93 0.059000000 4.46626 -0.289395 4.976 4.27737 9.42117 6.58745 4.35292 -0.193567 6.05745 7.12095 0.0441855 -4.905 0.60815 -4.33262 -5.35089 8.19672 5.0685 -5.07711 145.613525 0.263509 0.178024 0.00110464 5802.67
504 100 10 28.981 0.051000000 4.22101 -0.24525 4.97453 4.26636 9.42117 6.58745 5.22878 0.875865 6.05583 6.50537 -0.615579 -4.80883 0.0397255 0.0961696 -5.35089 8.19672 5.00117 -5.07711 145.828796 0.215271 0.162634 -0.0153895 5484.03
505 100 10 29.042 0.061000000 4.29056 0.0695581 4.9732 4.25354 9.42117 6.58745 5.51354 0.284755 6.05478 6.66617 0.160797 1.1403 -0.336745 5.94913 -5.35089 8.19672 5.00117 -5.07711 146.09052 0.261724 0.166654 0.00401992 5574.4
506 100 10 29.101 0.059000000 4.57505 0.28449 4.97243 4.24091 9.42117 6.58745 5.47444 -0.039099 6.05366 6.39764 -0.268534 4.82186 -0.354676 3.68156 -5.35089 8.19672 5.00117 -5.07711 146.360448 0.269928 0.159941 -0.00671335 5944.02
507 100 10 29.16 0.059000000 4.48777 -0.0872827 4.97149 4.22446 9.42117 6.58745 4.2834 -1.19104 6.05023 7.45373 1.0561 -1.47937 -0.868377 -6.30123 -5.35089 8.19672 5.00117 -5.07711 146.625227 0.264779 0.186343 0.0264024 5830.62
508 100 10 29.212 0.052000000 4.40216 -0.085608 4.97039 4.20794 9.42117 6.58745 3.98197 -0.301424 6.04624 6.39396 -1.05978 -1.64631 -0.715217 -0.166941 -5.35089 8.19672 5.00117 -5.07711 146.85414 0.228913 0.159849 -0.0264944 5719.4
509 100 10 29.271 0.059000000 4.10786 -0.2943 4.96873 4.19053 9.42117 6.58745 4.21196 0.229987 6.04271 7.25915 0.865192 -4.98814 -0.733148 -3.34183 -5.35089 8.19672 5.00117 -5.07711 147.096504 0.242364 0.181479 0.0216298 5337.03
510 100 10 29.33 0.059000000 4.22401 0.11615 4.9673 4.1713 9.42117 6.58745 4.49294 0.28098 6.03973 8.92585 1.6667 1.96864 -0.616819 6.95678 -5.35089 8.19672 5.00117 -5.07711 147.345721 0.249217 0.223146 0.0416675 5487.94
511 100 10 29.39 0.060000000 4.48758 0.26357 4.96638 4.1518 9.42117 6.58745 5.24015 0.747212 6.03819 8.67616 -0.249687 4.39284 -0.607637 2.4242 -5.35089 8.19672 5.00117 -5.07711 147.614976 0.269255 0.216904 -0.00624219 5830.38
512 100 10 29.442 0.052000000 4.74264 0.25506 4.96595 4.13486 9.42117 6.58745 5.57953 0.339379 6.03731 5.80672 -2.86944 4.905 -0.0598997 0.512165 -5.35089 8.19672 5.00117 -5.07711 147.861593 0.246617 0.145168 -0.0717361 6161.76
513 100 10 29.501 0.059000000 4.97422 0.231575 4.96596 4.12216 9.42117 6.58745 4.95988 -0.619655 6.03525 7.53011 1.72339 3.92499 0.823099 -0.980012 -5.35089 8.19672 5.00117 -5.07711 148.155072 0.293479 0.188253 0.0430847 6462.62
514 100 10 29.563 0.062000000 4.67501 -0.299205 4.96541 4.10451 9.42117 6.58745 4.17367 -0.786207 6.0317 7.90366 0.373548 -4.82588 0.821394 -8.75088 -5.35089 8.19672 5.00117 -5.07711 148.444923 0.289851 0.197591 0.00933869 6073.89
515 100 10 29.623 0.060000000 4.37581 -0.299205 4.96428 4.08239 9.42117 6.33239 5.77771 1.60404 6.03122 8.7659 0.862243 -4.98676 0.208688 -0.160871 -5.35089 8.19672 5.00117 -5.07711 148.707471 0.262548 0.219147 0.0215561 5685.16
516 100 10 29.68 0.057000000 4.25975 -0.11606 4.96294 4.06166 9.42117 6.0479 6.80387 1.02616 6.03268 8.80915 0.0432485 -2.03614 -0.477111 2.95062 -5.35089 8.19672 5.00117 -5.07711 148.950277 0.242806 0.220229 0.00108121 5534.37
517 100 10 29.741 0.061000000 4.505 0.24525 4.96208 4.04624 9.42117 5.80265 4.41504 -2.38883 6.02961 10.9807 2.17159 4.0205 0.0728752 6.05663 -5.35089 8.19672 5.00117 -5.07711 149.225082 0.274805 0.274518 0.0542898 5853
518 100 10 29.801 0.060000000 4.50115 -0.00384951 4.9612 4.03322 9.42117 5.50344 4.02413 -0.390914 6.02582 12.2105 1.22972 -0.0641584 0.23109 -4.08465 -5.35089 8.19672 5.00117 -5.07711 149.495151 0.270069 0.305261 0.0307429 5848
519 100 10 29.86 0.059000000 4.24704 -0.254107 4.95985 4.02066 9.42117 5.21405 3.98509 -0.0390366 6.02196 9.40315 -2.8073 -4.3069 0.299214 -4.24274 -5.35089 8.19672 5.00117 -5.07711 149.745726 0.250575 0.235079 -0.0701825 5517.86
520 100 10 29.911 0.051000000 4.17558 -0.0714622 4.95837 4.01027 9.42117 4.97422 5.135 1.14991 6.02029 7.85708 -1.54607 -1.40122 -0.0377721 2.90568 -5.35089 8.19672 5.00117 -5.07711 149.958681 0.212955 0.196427 -0.0386519 5425.01
521 100 10 29.97 0.059000000 4.42083 0.24525 4.95736 4.00528 9.42117 4.97422 10.4157 5.28075 6.02856 8.40616 0.549078 4.15678 -0.0613776 5.558 -5.35089 8.19672 5.00117 -5.07711 150.21951 0.260829 0.210154 0.0137269 5743.65
522 100 10 30.031 0.061000000 4.62785 0.207016 4.95674 4.00531 9.42117 4.97422 12.0977 1.682 6.03997 5.0323 -3.37385 3.39371 -0.212507 -0.763071 -5.35089 8.19672 5.00117 -5.07711 150.501809 0.282299 0.125808 -0.0843464 6012.61
523 100 10 30.092 0.061000000 4.88651 0.258666 4.95661 4.01086 9.42117 4.97422 14.7489 2.65118 6.05631 6.15687 1.12457 4.24043 -0.180963 0.846714 -5.35089 8.19672 5.00117 -5.07711 150.799886 0.298077 0.153922 0.0281143 6348.67
524 100 10 30.151 0.059000000 5.17591 0.289395 4.95702 4.02176 9.42117 5.17591 25.2275 10.4786 6.09221 5.16227 -0.994605 4.905 0.792125 0.664571 -5.35089 8.19672 5.00117 -5.07711 151.105265 0.305379 0.129057 -0.0248651 6724.66
525 100 10 30.212 0.061000000 5.46587 0.289964 4.95797 4.03769 9.42117 5.46587 8.87088 -16.3566 6.09741 5.37562 0.213348 4.7535 1.76615 -0.151494 -5.35089 8.19672 5.00117 -5.07711 151.438683 0.333418 0.13439 0.00533369 7101.39
526 100 10 30.271 0.059000000 5.71473 0.248856 4.95938 4.05712 9.42117 5.71473 10.342 1.47112 6.10532 1.74888 -3.62674 4.21789 2.39155 -0.535612 -5.35089 8.19672 5.00117 -5.07711 151.775852 0.337169 0.0437219 -0.0906685 7424.71
527 100 10 30.329 0.058000000 5.95868 0.243951 4.96124 4.079 9.42117 5.95868 9.2918 -1.0502 6.11126 2.60996 0.861079 4.20605 2.41011 -0.0118423 -5.35089 8.19672 5.00117 -5.07711 152.121455 0.345603 0.0652489 0.021527 7741.66
528 100 10 30.381 0.052000000 6.20393 0.24525 4.96355 4.10332 9.42117 6.20393 9.38889 0.0970868 6.11735 0.646829 -1.96313 4.71634 2.88816 0.510292 -5.35089 8.19672 5.00117 -5.07711 152.444059 0.322604 0.0161707 -0.0490782 8060.29
529 100 10 30.441 0.060000000 6.45022 0.246289 4.96631 4.13011 9.42117 6.45022 9.64759 0.258708 6.1239 1.14114 0.494312 4.10482 3.72933 -0.61152 -5.35089 8.19672 5.00117 -5.07711 152.831072 0.387013 0.0285285 0.0123578 8380.28
530 100 10 30.493 0.052000000 6.65049 0.200277 4.96943 4.16136 9.42117 6.65049 9.40276 -0.244838 6.12997 -0.373091 -1.51423 3.85148 4.2546 -0.253343 -5.35089 8.19672 5.00117 -5.07711 153.176898 0.345826 -0.00932728 -0.0378558 8640.48
531 100 10 30.551 0.058000000 6.6554 0.00490475 4.97255 4.1956 9.42117 6.6554 10.0428 0.640065 6.13721 -6.98115 -6.60806 0.0845646 3.84738 -3.76691 -5.35089 8.19672 5.00117 -5.07711 153.562911 0.386013 -0.174529 -0.165202 8646.85
532 100 10 30.611 0.060000000 6.35619 -0.299205 4.9751 4.22929 9.42117 6.6554 9.72976 -0.313057 6.14383 -4.76289 2.21826 -4.98675 3.00933 -5.07131 -5.35089 8.19672 5.00117 -5.07711 153.944283 0.381372 -0.119072 0.0554566 8258.12
533 100 10 30.67 0.059000000 6.47557 0.11938 4.97786 4.26634 9.42117 6.6554 9.27815 -0.451617 6.14961 1.13473 5.89762 2.02338 2.78763 7.01013 -5.35089 8.19672 5.00117 -5.07711 154.326342 0.382059 0.0283682 0.14744 8413.22
534 100 10 30.721 0.051000000 6.72082 0.24525 4.98107 4.30583 9.42117 6.72082 9.45696 0.178809 6.15569 8.11632 6.98159 4.80883 2.77801 2.78545 -5.35089 8.19672 5.00117 -5.07711 154.669104 0.342762 0.202908 0.17454 8731.85
535 100 10 30.781 0.060000000 7.00682 0.286 4.98478 4.34819 9.42117 7.00682 9.58304 0.126087 6.16197 -1.65541 -9.77173 4.76667 2.77933 -0.0421571 -5.35089 8.19672 5.00117 -5.07711 155.089513 0.420409 -0.0413852 -0.244293 9103.43
536 100 10 30.841 0.060000000 7.20172 0.194901 4.98885 4.39249 9.42117 7.20172 9.55526 -0.0277828 6.16819 -0.33236 1.32305 3.24835 2.68237 -1.51832 -5.35089 8.19672 5.00117 -5.07711 155.521616 0.432103 -0.008309 0.0330762 9356.65
537 100 10 30.901 0.060000000 7.50093 0.299205 4.99344 4.43832 9.42117 7.50093 9.44122 -0.114045 6.17417 2.84677 3.17913 4.98675 2.76044 1.7384 -5.35089 8.19672 5.00117 -5.07711 155.971672 0.450056 0.0711694 0.0794784 9745.39
538 100 10 30.962 0.061000000 7.78693 0.286001 4.99854 4.48401 9.42117 7.78693 9.67692 0.235702 6.18056 0.189069 -2.65771 4.68854 2.75766 -0.298211 -5.35089 8.19672 5.00117 -5.07711 156.446675 0.475003 0.00472673 -0.0664426 10117
539 100 10 31.022 0.060000000 8.00098 0.214049 5.004 4.5289 9.42117 8.00098 9.3322 -0.344719 6.1863 0.149882 -0.0391871 3.56749 2.70393 -1.12105 -5.35089 8.19672 5.00117 -5.07711 156.926734 0.480059 0.00374705 -0.000979677 10395.1
540 100 10 31.081 0.059000000 8.28547 0.284491 5.00997 4.57405 9.42117 8.28547 9.40549 0.0732955 6.19216 2.37002 2.22014 4.82187 2.80097 1.25439 -5.35089 8.19672 5.00117 -5.07711 157.415577 0.488843 0.0592506 0.0555035 10764.7
541 100 10 31.132 0.051000000 8.53562 0.250154 5.01637 4.62169 9.42117 8.53562 9.59706 0.191564 6.19834 1.14608 -1.22394 4.90499 3.28301 0.0831158 -5.35089 8.19672 5.00117 -5.07711 157.850894 0.435317 0.028652 -0.0305985 11089.7
542 100 10 31.193 0.061000000 8.45907 -0.0765562 5.02261 4.66857 9.42117 8.53562 6.42861 -3.16845 6.19875 -1.54114 -2.68722 -1.25502 3.65618 -6.16001 -5.35089 8.19672 5.00117 -5.07711 158.366897 0.516003 -0.0385285 -0.0671805 10990.2
543 100 10 31.25 0.057000000 8.16477 -0.2943 5.02829 4.7125 9.42117 8.53562 6.35305 -0.0755608 6.19903 -0.810242 0.730898 -5.16316 2.93753 -3.90814 -5.35089 8.19672 5.00117 -5.16316 158.832289 0.465392 -0.0202561 0.0182725 10607.9
544 100 10 31.301 0.051000000 7.91952 -0.24525 5.03351 4.75399 9.42117 8.53562 6.09047 -0.262575 6.19884 -0.398152 0.41209 -4.80882 1.97577 0.354341 -5.35089 8.19672 5.00117 -5.16316 159.236184 0.403895 -0.00995379 0.0103023 10289.2
545 100 10 31.361 0.060000000 7.62031 -0.299205 5.03817 4.79248 9.42117 8.53562 5.61304 -0.477433 6.19778 -0.839837 -0.441685 -4.98676 1.00042 -0.177936 -5.35089 8.19672 5.00117 -5.16316 159.693403 0.457219 -0.0209959 -0.0110421 9900.49
546 100 10 31.421 0.060000000 7.33092 -0.289395 5.04229 4.82905 9.42117 8.53562 5.93262 0.319578 6.19731 -1.52378 -0.683946 -4.82325 0.193264 0.163507 -5.35089 8.19672 5.00117 -5.16316 160.133258 0.439855 -0.0380946 -0.0170986 9524.51
547 100 10 31.482 0.061000000 7.03662 -0.2943 5.04587 4.86563 9.42117 8.53562 5.91691 -0.015708 6.1968 -1.9163 -0.392519 -4.82459 -0.78787 -0.00134387 -5.35089 8.19672 5.00117 -5.16316 160.562492 0.429234 -0.0479075 -0.00981297 9142.14
548 100 10 31.54 0.058000000 6.74232 -0.2943 5.04891 4.9002 9.42117 8.53562 5.84629 -0.0706172 6.19617 -1.31678 0.599526 -5.07414 -1.76414 -0.249548 -5.35089 8.19672 5.00117 -5.16316 160.953546 0.391054 -0.0329194 0.0149881 8759.78
549 100 10 31.601 0.061000000 6.44802 -0.2943 5.05141 4.93285 9.42117 8.53562 5.73645 -0.109841 6.19535 -2.26028 -0.943506 -4.82459 -2.60335 0.249548 -5.35089 8.19672 5.00117 -5.16316 161.346875 0.393329 -0.0565071 -0.0235877 8377.42
550 100 10 31.661 0.060000000 6.15372 -0.2943 5.05338 4.96551 9.42117 8.53562 5.68619 -0.0502652 6.19444 -1.89329 0.366994 -4.90499 -3.57603 -0.0804019 -5.35089 8.19672 5.00117 -5.16316 161.716098 0.369223 -0.0473322 0.00917486 7995.06
551 100 10 31.721 0.060000000 5.85942 -0.2943 5.05482 4.9957 9.42117 8.53562 5.64549 -0.0406943 6.19346 2.54102 4.43431 -4.905 -4.55703 -7.94729e-06 -5.35089 8.19672 5.00117 -5.16316 162.067663 0.351565 0.0635255 0.110858 7612.7
552 100 10 31.781 0.060000000 5.56512 -0.2943 5.05573 5.02011 9.42117 8.53562 5.56713 -0.0783626 6.19235 -3.20127 -5.74229 -4.905 -4.92203 0 -5.35089 8.19672 5.00117 -5.16316 162.40157 0.333907 -0.0800316 -0.143557 7230.34
553 100 10 31.841 0.060000000 5.27082 -0.2943 5.05611 5.03873 9.42117 8.53562 5.28299 -0.284135 6.19073 -5.29764 -2.09638 -4.905 -4.89621 0 -5.35089 8.19672 5.00117 -5.16316 162.717819 0.316249 -0.132441 -0.0524094 6847.97
554 100 10 31.901 0.060000000 5.07289 -0.197933 5.05614 5.05237 9.42117 8.53562 5.34217 0.0591756 6.18923 -7.55671 -2.25907 -3.29889 -4.74522 1.60611 -5.35089 8.19672 5.00117 -5.16316 163.022192 0.304373 -0.188918 -0.0564767 6590.81
555 100 10 31.952 0.051000000 4.82763 -0.24525 5.05574 5.06646 9.42117 8.53562 4.71857 -0.623604 6.18663 -8.95768 -1.40098 -4.80883 -4.72743 -1.50994 -5.35089 8.19672 5.00117 -5.16316 163.268401 0.246209 -0.223942 -0.0350244 6272.18
556 100 10 32.01 0.058000000 4.53334 -0.2943 5.05481 5.07957 9.42117 8.53562 4.18542 -0.533145 6.18309 -9.63759 -0.679904 -5.07413 -4.75252 -0.265303 -5.35089 8.19672 5.00117 -5.16316 163.531334 0.262933 -0.24094 -0.0169976 5889.82
557 100 10 32.071 0.061000000 4.48326 -0.0500793 5.0538 5.08924 9.42117 8.53562 4.91921 0.733788 6.18086 -11.5061 -1.86855 -0.820973 -4.35215 4.25316 -5.35089 8.19672 5.00117 -5.16316 163.804813 0.273479 -0.287653 -0.0467137 5824.75
558 100 10 32.131 0.060000000 4.7215 0.238245 5.05322 5.09874 9.42117 8.53562 4.909 -0.0102052 6.17862 -11.6135 -0.107375 3.97076 -3.44766 4.79173 -5.35089 8.19672 5.00117 -5.16316 164.088103 0.28329 -0.290338 -0.00268438 6134.29
559 100 10 32.19 0.059000000 4.6234 -0.0981002 5.05246 5.10584 9.42117 8.53562 4.66392 -0.245085 6.17596 -11.3487 0.264784 -1.66272 -3.13148 -5.63347 -5.35089 8.19672 5.00117 -5.16316 164.360884 0.272781 -0.283718 0.0066196 6006.83
560 100 10 32.241 0.051000000 4.61866 -0.00474405 5.0517 5.10995 9.42117 8.53562 4.57031 -0.0936102 6.17314 -10.1729 1.17583 -0.0930206 -2.65028 1.56969 -5.35089 8.19672 5.00117 -5.16316 164.596436 0.235552 -0.254322 0.0293958 6000.67
561 100 10 32.301 0.060000000 4.44281 -0.175846 5.05064 5.11013 9.42117 8.53562 4.66819 0.0978809 6.17051 -10.8414 -0.668458 -2.93077 -2.45286 -2.83775 -5.35089 8.19672 5.00117 -5.16316 164.863005 0.266569 -0.271034 -0.0167114 5772.21
562 100 10 32.361 0.060000000 4.56304 0.120233 5.04978 5.10881 9.42117 8.53562 4.60685 -0.0613403 6.16777 -11.2975 -0.456119 2.00388 -1.76197 4.93464 -5.35089 8.19672 5.00117 -5.16316 165.136788 0.273783 -0.282437 -0.011403 5928.42
563 100 10 32.421 0.060000000 4.53246 -0.0305862 5.04888 5.10542 9.42117 8.53562 4.53304 -0.073805 6.16492 -10.3357 0.961792 -0.509771 -1.32245 -2.51365 -5.35089 8.19672 5.00117 -5.16316 165.408735 0.271947 -0.258392 0.0240448 5888.68
564 100 10 32.48 0.059000000 4.33626 -0.1962 5.04764 5.10149 9.42117 8.53562 4.53031 -0.00273176 6.16207 -9.86366 0.472019 -3.32542 -1.3251 -2.81565 -5.35089 8.19672 5.00117 -5.16316 165.664574 0.255839 -0.246591 0.0118005 5633.77
565 100 10 32.531 0.051000000 4.0861 -0.250155 5.04597 5.09676 9.42117 8.53562 3.18885 -1.34146 6.1569 -9.55335 0.310305 -4.905 -1.33472 -1.57958 -5.35089 8.19672 5.00117 -5.16316 165.872965 0.208391 -0.238834 0.00775763 5308.76
566 100 10 32.591 0.060000000 3.83154 -0.254562 5.04386 5.09032 9.42117 8.53562 3.21596 0.0271161 6.1518 -10.8606 -1.30721 -4.24269 -1.25157 0.662305 -5.35089 8.19672 5.00117 -5.16316 166.102857 0.229892 -0.271514 -0.0326802 4978.03
567 100 10 32.651 0.060000000 3.97588 0.144344 5.04201 5.08559 9.42117 8.53562 3.61874 0.402779 6.14741 -13.5804 -2.71986 2.40573 -0.928903 6.64843 -5.35089 8.19672 5.00117 -5.16316 166.34141 0.238553 -0.33951 -0.0679964 5165.56
568 100 10 32.703 0.052000000 3.93174 -0.0441451 5.04009 5.08118 9.42117 8.53562 3.57475 -0.0439949 6.14296 -13.2288 0.35166 -0.848944 -1.41087 -3.25468 -5.35089 8.19672 5.00117 -5.16316 166.54586 0.20445 -0.330719 0.00879151 5108.21
569 100 10 32.762 0.059000000 3.80963 -0.122108 5.03796 5.07776 9.42117 8.53562 3.39948 -0.175272 6.13822 -14.8918 -1.66306 -2.06963 -1.45156 -1.22069 -5.35089 8.19672 5.00117 -5.16316 166.770628 0.224768 -0.372295 -0.0415766 4949.56
570 100 10 32.821 0.059000000 3.85247 0.0428436 5.03592 5.07634 9.42117 8.53562 3.29045 -0.109023 6.13331 -13.9663 0.925505 0.726162 -1.36965 2.7958 -5.35089 8.19672 5.00117 -5.16316 166.997924 0.227296 -0.349158 0.0231376 5005.23
571 100 10 32.881 0.060000000 3.94348 0.0910008 5.03404 5.07681 9.42117 8.53562 3.87143 0.580974 6.12941 -16.2455 -2.27916 1.51668 -0.924902 0.790518 -5.35089 8.19672 5.00117 -5.16316 167.234533 0.236609 -0.406137 -0.056979 5123.46
572 100 10 32.94 0.059000000 3.87152 -0.071959 5.03204 5.07578 9.42117 8.53562 3.35222 -0.51921 6.12464 -16.4038 -0.158312 -1.21964 -1.24725 -2.73632 -5.35089 8.19672 5.00117 -5.16316 167.462952 0.228419 -0.410095 -0.00395781 5029.97
573 100 10 32.991 0.051000000 3.90924 0.0377197 5.03011 5.07716 9.42117 8.53562 3.4257 0.0734851 6.12001 -16.5805 -0.176753 0.739602 -1.12232 1.95925 -5.35089 8.19672 5.00117 -5.16316 167.662323 0.199371 -0.414513 -0.00441882 5078.97
574 100 10 33.043 0.052000000 3.96317 0.0539358 5.02829 5.07757 9.42117 8.53562 3.66645 0.240752 6.11581 -15.0678 1.51275 1.03723 -0.686052 0.297624 -5.35089 8.19672 5.00117 -5.16316 167.868408 0.206085 -0.376695 0.0378188 5149.05
575 100 10 33.101 0.058000000 4.00602 0.0428452 5.02654 5.07728 9.42117 8.53562 3.41906 -0.247392 6.1112 -14.5801 0.487686 0.738711 -0.12168 -0.298515 -5.35089 8.19672 5.00117 -5.16316 168.100757 0.232349 -0.364502 0.0121922 5204.71
576 100 10 33.152 0.051000000 3.90364 -0.102379 5.02462 5.07788 9.42117 8.53562 3.41958 0.000514554 6.10661 -14.3767 0.203418 -2.00743 0.101846 -2.74614 -5.35089 8.19672 5.00117 -5.16316 168.299843 0.199086 -0.359417 0.00508544 5071.7
577 100 10 33.211 0.059000000 4.09984 0.1962 5.02305 5.08095 9.42117 8.53562 3.43041 0.0108337 6.10205 -16.8049 -2.42825 3.32542 0.193815 5.33285 -5.35089 8.19672 5.00117 -5.16316 168.541733 0.24189 -0.420123 -0.0607063 5326.61
578 100 10 33.27 0.059000000 4.22668 0.126841 5.02169 5.08543 9.42117 8.53562 4.10762 0.677213 6.09866 -16.1474 0.657511 2.14984 0.493694 -1.17558 -5.35089 8.19672 5.00117 -5.16316 168.791107 0.249374 -0.403686 0.0164378 5491.4
579 100 10 33.323 0.053000000 4.28676 0.0600815 5.02045 5.08866 9.42117 8.53562 4.24563 0.138006 6.09551 -17.5541 -1.40672 1.13361 0.814018 -1.01623 -5.35089 8.19672 5.00117 -5.16316 169.018305 0.227198 -0.438854 -0.035168 5569.46
580 100 10 33.381 0.058000000 4.43882 0.152055 5.01946 5.09194 9.42117 8.53562 6.45721 2.21158 6.09612 -21.6668 -4.11263 2.62163 1.00357 1.48802 -5.35089 8.19672 5.00117 -5.16316 169.275756 0.257451 -0.541669 -0.102816 5767.02
581 100 10 33.442 0.061000000 4.23281 -0.20601 5.01813 5.09534 9.42117 8.53562 8.69157 2.23436 6.10052 -25.3006 -3.63383 -3.37721 0.514177 -5.99885 -5.35089 8.19672 5.00117 -5.16316 169.533957 0.258201 -0.632515 -0.0908457 5499.36
582 100 10 33.5 0.058000000 3.94341 -0.289395 5.01631 5.09587 9.42117 8.53562 8.77065 0.0790827 6.10503 -26.0352 -0.734613 -4.98957 0.137184 -1.61236 -5.35089 8.19672 5.00117 -5.16316 169.762675 0.228718 -0.65088 -0.0183653 5123.37
583 100 10 33.56 0.060000000 3.86934 -0.0740664 5.01438 5.09534 9.42117 8.53562 9.5482 0.777552 6.11083 -22.7112 3.32402 -1.23444 -0.0602199 3.75513 -5.35089 8.19672 5.00117 -5.16316 169.994836 0.232161 -0.56778 0.0831006 5027.14
584 100 10 33.621 0.061000000 4.07276 0.203411 5.01279 5.09506 9.42117 8.53562 9.94099 0.392792 6.11728 -21.5336 1.17756 3.33461 0.169519 4.56905 -5.35089 8.19672 5.00117 -5.16316 170.243274 0.248438 -0.538341 0.0294391 5291.42
585 100 10 33.68 0.059000000 4.32161 0.248856 5.01163 5.09521 9.42117 8.53562 10.2495 0.308548 6.12423 -15.3471 6.18648 4.21789 0.517437 0.883279 -5.35089 8.19672 5.00117 -5.16316 170.498249 0.254975 -0.383678 0.154662 5614.74
586 100 10 33.732 0.052000000 4.57177 0.250155 5.01089 5.09819 9.42117 8.53562 10.02 -0.229519 6.13076 -9.93265 5.41448 4.81067 1.19925 0.592781 -5.35089 8.19672 5.00117 -5.16316 170.735981 0.237732 -0.248316 0.135362 5939.75
587 100 10 33.791 0.059000000 4.86116 0.289395 5.01064 5.10313 9.42117 8.53562 9.52487 -0.495149 6.13645 -6.23813 3.69453 4.905 1.3572 0.094325 -5.35089 8.19672 5.00117 -5.16316 171.022789 0.286808 -0.155953 0.0923632 6315.74
588 100 10 33.851 0.060000000 5.10662 0.245461 5.0108 5.11108 9.42117 8.53562 7.96294 -1.56194 6.1395 -3.79507 2.44306 4.09102 1.55132 -0.813973 -5.35089 8.19672 5.00117 -5.16316 171.329186 0.306397 -0.0948768 0.0610764 6634.65
589 100 10 33.911 0.060000000 5.38624 0.279617 5.01143 5.12435 9.42117 8.53562 14.481 6.51806 6.15343 0.702006 4.49708 4.66029 1.90399 0.569264 -5.35089 8.19672 5.00117 -5.16316 171.65236 0.323174 0.0175501 0.112427 6997.93
590 100 10 33.964 0.053000000 5.62658 0.240345 5.01246 5.13798 9.42117 8.53562 18.6737 4.19273 6.1743 0.594957 -0.107049 4.53481 2.09531 -0.125477 -5.35089 8.19672 5.00117 -5.16316 171.950569 0.298209 0.0148739 -0.00267621 7310.19
591 100 10 34.021 0.057000000 5.88265 0.256067 5.0139 5.15173 9.42117 8.53562 7.9618 -10.7119 6.17727 2.70238 2.10742 4.49241 2.88227 -0.042403 -5.35089 8.19672 5.00117 -5.16316 172.28588 0.335311 0.0675595 0.0526856 7642.88
