datapoint averagetime averagesmooth time timedelta speed speeddelta speedaverage speedaveragetime speedmax speedmaxtime maxspeed maxspeeddelta maxspeedaverage angle angledelta acceleration accelerationsmooth accelerationdelta accelerationmin accelerationmax accelerationmintime accelerationmaxtime distance distancedelta turn turndelta rpm
96 100 10 5.379614904 0.060185862 5.61786 -0.0049839 1.22142 3.48124 6.13978 6.03091 5.60315 -0.553157 4.19307 -9.27702 0.172133 -0.0828085 4.41334 -5.16497 -66.6599 14.7776 5.08216 -5.02928 18.8193078 0.338116 -0.231926 0.00430334 7298.86
97 100 10 5.439768798 0.060153894 5.32548 -0.292376 1.22165 3.50172 6.13978 6.03091 5.00262 -0.60053 4.19312 -9.05107 0.225949 -4.86046 3.42497 -4.77765 -66.6599 14.7776 5.08216 -5.02928 19.1396568 0.320349 -0.226277 0.00564872 6919
98 100 10 5.490539598 0.0507708 5.07982 -0.24566 1.22186 3.51729 6.13978 6.03091 4.57937 -0.423248 4.19314 -7.91577 1.13531 -4.83861 2.45032 0.0218455 -66.6599 14.7776 5.08216 -5.02928 19.3975638 0.257907 -0.197894 0.0283826 6599.83
99 100 10 5.549901242 0.059361644 4.78745 -0.292378 1.22206 3.53239 6.13978 6.03091 4.31318 -0.266185 4.19314 -6.95794 0.957829 -4.92537 1.47008 -0.0867541 -66.6599 14.7776 5.08216 -5.02928 19.6817548 0.284191 -0.173949 0.0239457 6219.96
100 100 10 5.600037423 0.050136181 4.53759 -0.249859 1.22224 3.54793 6.13978 6.03091 4.18768 -0.125499 4.19314 -5.35187 1.60607 -4.98361 0.493711 -0.0582451 -66.6599 14.7776 5.08216 -5.01657 19.9092518 0.227497 -0.133797 0.0401518 5895.34
101 100 10 5.659553051 0.059515628 4.24584 -0.29175 1.22241 3.55948 6.13978 6.03091 3.77641 -0.411276 4.19312 -3.87974 1.47213 -4.90208 -0.500507 0.0815322 -66.6599 14.7776 5.08216 -5.01657 20.1619458 0.252694 -0.0969935 0.0368033 5516.29
102 100 10 5.71015614 0.050603089 3.9979 -0.247933 1.22257 3.56614 6.13978 6.03091 3.60651 -0.169904 4.19309 -0.14323 3.73651 -4.89956 -1.47485 0.00252024 -66.6599 14.7776 5.08216 -5.01657 20.3642518 0.202306 -0.00358076 0.0934127 5194.17
103 100 10 5.768889853 0.058733713 3.70787 -0.290031 1.22271 3.56694 6.13978 6.03091 3.48399 -0.122512 4.19305 1.34908 1.49231 -4.93807 -2.46661 -0.0385134 -66.6599 14.7776 5.08216 -5.01657 20.5820288 0.217777 0.033727 0.0373078 4817.35
104 100 10 5.819170065 0.050280212 3.50638 -0.201487 1.22283 3.56279 6.13978 6.03091 3.47363 -0.0103616 4.19301 -0.630818 -1.9799 -4.00727 -3.33557 0.9308 -66.6599 14.7776 5.08216 -5.01657 20.7583308 0.176302 -0.0157705 -0.0494975 4555.58
105 100 10 5.869375878 0.050205813 3.46755 -0.0388372 1.22296 3.55579 6.13978 6.03091 3.43742 -0.0362114 4.19297 -1.85146 -1.22064 -0.77356 -3.92114 3.23371 -66.6599 14.7776 5.08216 -5.01657 20.9324218 0.174091 -0.0462864 -0.030516 4505.12
106 100 10 5.930559684 0.061183806 3.3676 -0.0999448 1.22308 3.54532 6.13978 6.03091 3.21179 -0.225627 4.19291 -3.76524 -1.91379 -1.63352 -4.07621 -0.859958 -66.6599 14.7776 5.08216 -5.01657 21.1384648 0.206043 -0.094131 -0.0478446 4375.27
107 100 10 5.980595482 0.050035798 3.22432 -0.143281 1.22319 3.53144 6.13978 6.03091 3.31782 0.10603 4.19286 -10.0562 -6.29099 -2.86357 -3.87652 -1.23006 -66.6599 14.7776 5.08216 -5.01657 21.2997958 0.161331 -0.251406 -0.157275 4189.12
108 100 10 6.039693928 0.059098446 3.23188 0.00755954 1.2233 3.51996 6.13978 6.03091 3.37297 0.055145 4.19282 -11.6771 -1.62087 0.127914 -3.37987 2.99149 -66.6599 14.7776 5.08216 -5.01657 21.4907948 0.190999 -0.291928 -0.0405218 4198.94
109 100 10 6.100268491 0.060574563 3.31728 0.0853965 1.22342 3.51227 6.13978 6.03091 3.51519 0.142225 4.19278 -15.9685 -4.29139 1.40978 -2.74636 1.28186 -66.6599 14.7776 5.08216 -5.01657 21.6917378 0.200943 -0.399212 -0.107285 4309.89
110 100 10 6.160228883 0.059960392 3.16687 -0.150412 1.22352 3.50603 6.13978 6.03091 3.82443 0.30924 4.19276 -19.113 -3.14447 -2.50852 -2.49885 -3.9183 -66.6599 14.7776 5.08216 -5.01657 21.8816238 0.189886 -0.477824 -0.0786118 4114.47
111 100 10 6.219364289 0.059135406 3.46018 0.293314 1.22365 3.50486 6.13978 6.03091 3.9023 0.0778667 4.19274 -18.7815 0.33142 4.96004 -1.51264 7.46857 -66.6599 14.7776 5.08216 -5.01657 22.0862428 0.204619 -0.469539 0.00828549 4495.55
112 100 10 6.270609965 0.051245676 3.70674 0.246561 1.22379 3.50853 6.13978 6.03091 4.07108 0.168779 4.19274 -18.9929 -0.211385 4.81136 -0.541543 -0.148686 -66.6599 14.7776 5.08216 -5.01657 22.2761968 0.189954 -0.474823 -0.00528464 4815.89
113 100 10 6.320926209 0.050316244 3.64641 -0.0603309 1.22392 3.51196 6.13978 6.03091 2.56384 -1.50724 4.19265 -19.8248 -0.831901 -1.19903 -0.167639 -6.01039 -66.6599 14.7776 5.08216 -5.01657 22.4596708 0.183474 -0.495621 -0.0207975 4737.5
114 100 10 6.381782561 0.060856352 3.35172 -0.294685 1.22404 3.51387 6.13978 6.03091 3.7125 1.14866 4.19262 -20.5501 -0.725304 -4.8423 -0.251142 -3.64327 -66.6599 14.7776 5.08216 -5.01657 22.6636448 0.203974 -0.513753 -0.0181326 4354.64
115 100 10 6.439658809 0.057876248 3.0576 -0.294124 1.22414 3.5144 6.13978 6.03091 4.04368 0.331178 4.19261 -20.4056 0.14456 -5.08194 -0.68198 -0.239638 -66.6599 14.7776 5.08216 -5.08194 22.8406068 0.176962 -0.510139 0.00361401 3972.51
116 100 10 6.490618504 0.050959695 3.00683 -0.0507734 1.22424 3.51733 6.13978 6.03091 4.27109 0.227411 4.19262 -20.164 0.241578 -0.996344 -0.618263 4.0856 -66.6599 14.7776 5.08216 -5.08194 22.9938338 0.153227 -0.5041 0.00603944 3906.54
117 100 10 6.550625999 0.060007495 3.3029 0.296072 1.22436 3.52341 6.13978 6.03091 4.79308 0.521996 4.19265 -19.6926 0.471393 4.93392 0.161487 5.93026 -66.6599 14.7776 5.08216 -5.08194 23.1920328 0.198199 -0.492315 0.0117848 4291.21
118 100 10 6.601500831 0.050874832 3.54759 0.244693 1.22449 3.53322 6.13978 6.03091 5.13849 0.345405 4.1927 -18.7602 0.932374 4.80971 0.629666 -0.124214 -66.6599 14.7776 5.08216 -5.08194 23.3725158 0.180483 -0.469006 0.0233094 4609.12
119 100 10 6.658720924 0.057220093 3.83899 0.291402 1.22463 3.54887 6.13978 6.03091 4.8651 -0.273389 4.19274 -16.6476 2.11267 5.09265 0.997953 0.282942 -66.6599 14.7776 5.09265 -5.08194 23.5921838 0.219668 -0.416189 0.0528167 4987.71
120 100 10 6.709184142 0.050463218 4.0842 0.245203 1.22479 3.56944 6.13978 6.03091 4.48069 -0.384412 4.19275 -14.4251 2.22244 4.85905 1.73471 -0.233595 -66.6599 14.7776 5.09265 -5.08194 23.7982858 0.206102 -0.360628 0.055561 5306.29
121 100 10 6.769333493 0.060149351 4.36087 0.276668 1.22497 3.59524 6.13978 6.03091 4.25798 -0.222713 4.19276 -12.2208 2.20434 4.59969 1.69868 -0.259369 -66.6599 14.7776 5.09265 -5.08194 24.0605888 0.262303 -0.305519 0.0551086 5665.74
122 100 10 6.820364355 0.051030862 4.164 -0.196864 1.22513 3.61711 6.13978 6.03091 3.88564 -0.372331 4.19274 -9.47457 2.7462 -3.85775 0.831765 -8.45743 -66.6599 14.7776 5.09265 -5.08194 24.2730818 0.212493 -0.236864 0.0686551 5409.97
123 100 10 6.87910578 0.058741425 3.86902 -0.294984 1.22528 3.63498 6.13978 6.03091 3.70636 -0.179282 4.19271 -5.56012 3.91445 -5.02173 0.449495 -1.16399 -66.6599 14.7776 5.09265 -5.08194 24.5003538 0.227272 -0.139003 0.0978612 5026.72
124 100 10 6.939118747 0.060012967 3.64837 -0.22065 1.22541 3.65312 6.13978 6.03091 3.58514 -0.121224 4.19268 -3.72849 1.83164 -3.6767 0.566055 1.34503 -66.6599 14.7776 5.09265 -5.08194 24.7193028 0.218949 -0.0932122 0.0457909 4740.05
125 100 10 7.000462712 0.061343965 3.51492 -0.133452 1.22554 3.66868 6.13978 6.03091 3.34376 -0.241377 4.19263 -1.54653 2.18196 -2.17547 0.856702 1.50123 -66.6599 14.7776 5.09265 -5.08194 24.9349218 0.215619 -0.0386632 0.054549 4566.66
126 100 10 7.060932572 0.06046986 3.3137 -0.201215 1.22566 3.6798 6.13978 6.03091 3.25477 -0.0889948 4.19258 0.290713 1.83724 -3.32752 0.623584 -1.15204 -66.6599 14.7776 5.09265 -5.08194 25.1353008 0.200379 0.00726784 0.045931 4305.24
127 100 10 7.119692429 0.058759857 3.16408 -0.149619 1.22576 3.68647 6.13978 6.03091 3.12979 -0.124972 4.19252 0.242362 -0.0483517 -2.54628 -0.124436 0.781233 -66.6599 14.7776 5.09265 -5.08194 25.3212218 0.185921 0.00605904 -0.00120879 4110.85
128 100 10 7.181244616 0.061552187 3.08893 -0.0751534 1.22587 3.68991 6.13978 6.03091 2.98858 -0.141212 4.19246 -0.769541 -1.0119 -1.22097 -0.727504 1.32532 -66.6599 14.7776 5.09265 -5.08194 25.5113518 0.19013 -0.0192385 -0.0252976 4013.21
129 100 10 7.239979225 0.058734609 2.79553 -0.293396 1.22595 3.68747 6.13978 6.03091 2.96773 -0.0208484 4.19239 -2.5752 -1.80565 -4.99528 -1.7363 -3.77431 -66.6599 14.7776 5.09265 -5.08194 25.6755468 0.164195 -0.0643799 -0.0451414 3632.02
130 100 10 7.290022255 0.05004303 2.68904 -0.106498 1.22604 3.68105 6.13978 6.03091 2.85517 -0.112568 4.19231 -5.24644 -2.67124 -2.12813 -2.43502 2.86715 -66.6599 14.7776 5.09265 -5.08194 25.8101138 0.134567 -0.131161 -0.066781 3493.66
131 100 10 7.349991511 0.059969256 2.78755 0.0985157 1.22612 3.67313 6.13978 6.03091 2.23515 -0.620012 4.1922 -8.87674 -3.6303 1.64277 -2.73071 3.7709 -66.6599 14.7776 5.09265 -5.08194 25.9772808 0.167167 -0.221918 -0.0907575 3621.65
132 100 10 7.41050873 0.060517219 2.49267 -0.294883 1.22619 3.65934 6.13978 6.03091 1.4973 -0.737859 4.19205 -14.0803 -5.2036 -4.87271 -2.8322 -6.51548 -66.6599 14.7776 5.09265 -5.08194 26.1281298 0.150849 -0.352008 -0.13009 3238.53
133 100 10 7.470479105 0.059970375 2.19802 -0.29465 1.22625 3.64013 6.13978 6.03091 1.52884 0.0315459 4.19191 -16.8909 -2.81054 -4.91325 -2.82135 -0.040544 -66.6599 14.7776 5.09265 -5.08194 26.2599458 0.131816 -0.422272 -0.0702636 2855.72
134 100 10 7.530008045 0.05952894 1.90892 -0.289104 1.22628 3.61557 6.13978 6.03091 1.5805 0.051658 4.19176 -24.8043 -7.91341 -4.85652 -2.93934 0.0567323 -66.6599 14.7776 5.09265 -5.08194 26.3735818 0.113636 -0.620107 -0.197835 2480.11
135 100 10 7.581182233 0.051174188 2.03957 0.130651 1.22633 3.58941 6.13978 6.03091 3.8404 2.2599 4.19174 -25.8026 -0.998335 2.55306 -2.46648 7.40958 -66.6599 14.7776 5.09265 -5.08194 26.4779548 0.104373 -0.645066 -0.0249584 2649.85
136 100 10 7.631398254 0.050216021 2.17877 0.139207 1.22638 3.56171 6.13978 6.03091 5.37242 1.53202 4.19181 -28.3908 -2.58821 2.77216 -1.85652 0.219106 -66.6599 14.7776 5.09265 -5.08194 26.5873638 0.109409 -0.709771 -0.0647052 2830.71
137 100 10 7.690369821 0.058971567 1.88385 -0.294927 1.22642 3.5286 6.13978 6.03091 6.35333 0.980912 4.19193 -32.5783 -4.18749 -5.00116 -2.102 -7.77333 -66.6599 14.7776 5.09265 -5.08194 26.6984568 0.111093 -0.814458 -0.104687 2447.54
138 100 10 7.749515147 0.059145326 1.84649 -0.0373585 1.22645 3.49218 6.13978 6.03091 6.50551 0.152174 4.19206 -29.4586 3.11971 -0.631639 -2.04307 4.36953 -66.6599 14.7776 5.09265 -5.08194 26.8076678 0.109211 -0.736466 0.0779927 2399
139 100 10 7.809999023 0.060483876 2.14252 0.296031 1.2265 3.45622 6.13978 6.03091 6.93905 0.433544 4.19221 -28.3005 1.15813 4.89438 -1.05411 5.52602 -66.6599 14.7776 5.09265 -5.08194 26.9372558 0.129588 -0.707512 0.0289533 2783.61
140 100 10 7.860008197 0.050009174 2.38851 0.245991 1.22657 3.4198 6.13978 5.93466 7.28912 0.350072 4.19238 -26.7605 1.53995 4.91892 -0.3494 0.0245366 -66.6599 14.7776 5.09265 -5.08194 27.0567028 0.119447 -0.669014 0.0384988 3103.21
141 100 10 7.919210611 0.059202414 2.67875 0.290242 1.22665 3.38724 6.13978 5.63948 7.72038 0.431254 4.19258 -25.1966 1.56393 4.90254 -0.0234232 -0.0163774 -66.6599 14.7776 5.09265 -5.08194 27.2152918 0.158589 -0.629915 0.0390982 3480.3
142 100 10 7.970223969 0.051013358 2.92826 0.249513 1.22674 3.36013 6.13978 5.62284 8.18635 0.465975 4.1928 -23.2942 1.90243 4.89112 0.95296 -0.0114156 -66.6599 14.7776 5.09265 -5.08194 27.3646728 0.149381 -0.582355 0.0475606 3804.47
143 100 10 8.029665005 0.059441036 3.22001 0.291747 1.22686 3.33885 6.13978 5.62284 9.06948 0.883128 4.19307 -20.0142 3.27998 4.90818 1.9351 0.0170562 -66.6599 14.7776 5.09265 -5.08194 27.5560738 0.191401 -0.500355 0.0819994 4183.52
144 100 10 8.079989536 0.050324531 3.46758 0.247569 1.22698 3.32251 6.13978 5.62284 9.59556 0.526079 4.19337 -17.8034 2.2108 4.91945 2.9127 0.0112662 -66.6599 14.7776 5.09265 -5.08194 27.7305778 0.174504 -0.445085 0.0552701 4505.16
145 100 10 8.139486604 0.059497068 3.76041 0.292826 1.22712 3.31204 6.13978 5.62284 9.88498 0.289422 4.19369 -15.5097 2.29372 4.92169 3.14956 0.00224821 -66.6599 14.7776 5.09265 -5.08194 27.9543108 0.223733 -0.387742 0.0573431 4885.61
146 100 10 8.20111207 0.061625466 4.05308 0.292674 1.22728 3.30745 6.13978 5.62284 9.65276 -0.232223 4.19399 -13.3788 2.13091 4.74924 3.34727 -0.172452 -66.6599 14.7776 5.09265 -5.08194 28.2040838 0.249773 -0.334469 0.0532728 5265.86
147 100 10 8.259648985 0.058536915 4.34632 0.293243 1.22745 3.30875 6.13978 5.62284 9.80425 0.151498 4.1943 -9.61096 3.76782 5.00955 4.34834 0.260304 -66.6599 14.7776 5.09265 -5.08194 28.4585038 0.25442 -0.240274 0.0941955 5646.85
148 100 10 8.309764654 0.050115669 4.59601 0.249688 1.22764 3.31547 6.13978 5.62284 9.51021 -0.294041 4.1946 -7.30187 2.30909 4.98224 4.90973 -0.0273095 -66.6599 14.7776 5.09265 -5.08194 28.6888358 0.230332 -0.182547 0.0577271 5971.25
149 100 10 8.360477375 0.050712721 4.84045 0.24444 1.22784 3.32756 6.13978 5.62284 9.11112 -0.399093 4.19487 -4.89561 2.40626 4.82008 4.9023 -0.162153 -66.6599 14.7776 5.09265 -5.08194 28.9343088 0.245473 -0.12239 0.0601565 6288.83
150 100 10 8.419589549 0.059112174 5.13078 0.290324 1.22806 3.34503 6.13978 5.62284 8.06519 -1.04593 4.19508 -4.09752 0.798092 4.9114 4.90155 0.0913189 -66.6599 14.7776 5.09265 -5.08194 29.2375998 0.303291 -0.102438 0.0199523 6666.03
151 100 10 8.469762882 0.050173333 5.37726 0.246485 1.22829 3.36788 6.13978 5.62284 7.22919 -0.835998 4.19525 -0.384372 3.71315 4.91266 4.90256 0.00126116 -66.6599 14.7776 5.09265 -5.08194 29.5073948 0.269795 -0.0096093 0.0928287 6986.27
152 100 10 8.530277637 0.060514755 5.67384 0.296581 1.22853 3.39473 6.13978 5.67384 6.83609 -0.393109 4.1954 0.796388 1.18076 4.90097 4.90355 -0.011698 -66.6599 14.7776 5.09265 -5.08194 29.8507458 0.343351 0.0199097 0.029519 7371.59
153 100 10 8.580507738 0.050230101 5.91921 0.245367 1.22879 3.42696 6.13978 5.91921 6.30354 -0.532542 4.19552 1.84053 1.04415 4.88485 4.90121 -0.0161153 -66.6599 14.7776 5.09265 -5.08194 30.1480678 0.297322 0.0460134 0.0261036 7690.38
154 100 10 8.643429034 0.062921296 6.21098 0.291772 1.22907 3.46459 6.21098 6.21098 5.65378 -0.64976 4.1956 2.41266 0.572125 4.6371 4.87298 -0.247751 -66.6599 14.7776 5.09265 -5.08194 30.5388708 0.390803 0.0603165 0.0143031 8069.46
155 100 10 8.699422641 0.055993607 5.91513 -0.29585 1.22933 3.50173 6.21098 6.21098 5.21239 -0.441389 4.19565 2.64219 0.22953 -5.28364 3.85245 -9.92074 -66.6599 14.7776 5.09265 -5.28364 30.8700798 0.331209 0.0660547 0.00573825 7685.08
156 100 10 8.749697093 0.050274452 5.66769 -0.247439 1.22958 3.53929 6.21098 6.21098 4.82172 -0.390671 4.19569 2.62629 -0.015898 -4.92176 2.88534 0.361881 -66.6599 14.7776 5.09265 -5.28364 31.1550198 0.28494 0.0656573 -0.000397451 7363.6
157 100 10 8.809281807 0.059584714 5.37559 -0.292097 1.22981 3.57515 6.21098 6.21098 4.55953 -0.262194 4.19571 2.26643 -0.359861 -4.90222 1.89417 0.0195472 -66.6599 14.7776 5.09265 -5.28364 31.4753228 0.320303 0.0566607 -0.00899652 6984.1
158 100 10 8.860347421 0.051065614 5.13231 -0.24328 1.23002 3.60711 6.21098 6.21098 3.85026 -0.709272 4.19569 2.214 -0.0524303 -4.76407 0.919538 0.13815 -66.6599 14.7776 5.09265 -5.28364 31.7374078 0.262085 0.05535 -0.00131076 6668.03
159 100 10 8.910517746 0.050170325 4.88328 -0.249035 1.23023 3.63411 6.21098 6.21098 3.60865 -0.24161 4.19566 1.17811 -1.03589 -4.96379 -0.0588489 -0.199723 -66.6599 14.7776 5.09265 -5.28364 31.9824038 0.244996 0.0294528 -0.0258972 6344.47
160 100 10 8.970475642 0.059957896 4.58812 -0.295156 1.23041 3.65639 6.21098 6.21098 3.50176 -0.106891 4.19562 -0.212985 -1.3911 -4.92271 -1.04226 0.0410753 -66.6599 14.7776 5.09265 -5.28364 32.2574978 0.275094 -0.00532463 -0.0347774 5961
161 100 10 9.021128427 0.050652785 4.34503 -0.243094 1.23059 3.67351 6.21098 6.21098 3.41077 -0.0909872 4.19558 -1.01997 -0.806989 -4.79923 -2.01345 0.123482 -66.6599 14.7776 5.09265 -5.28364 32.4775858 0.220088 -0.0254994 -0.0201747 5645.17
162 100 10 9.080968563 0.059840136 4.05123 -0.293797 1.23074 3.68474 6.21098 6.21098 3.32706 -0.0837106 4.19553 -1.75633 -0.736352 -4.90969 -2.99452 -0.110459 -66.6599 14.7776 5.09265 -5.28364 32.7200118 0.242426 -0.0439082 -0.0184088 5263.46
163 100 10 9.131559429 0.050590866 3.80396 -0.247269 1.23089 3.6906 6.21098 6.21098 3.2678 -0.0592617 4.19548 -6.51342 -4.75709 -4.88763 -3.97176 0.0220612 -66.6599 14.7776 5.09265 -5.28364 32.9124578 0.192446 -0.162835 -0.118927 4942.2
164 100 10 9.190135991 0.058576562 3.51039 -0.293576 1.23101 3.69107 6.21098 6.21098 3.27594 0.00814399 4.19542 -10.6324 -4.11896 -5.01183 -4.93666 -0.124201 -66.6599 14.7776 5.09265 -5.28364 33.1180838 0.205626 -0.26581 -0.102974 4560.78
165 100 10 9.240497419 0.050361428 3.39497 -0.115413 1.23113 3.68809 6.21098 6.21098 2.49836 -0.777587 4.19533 -15.9141 -5.28169 -2.2917 -4.63746 2.72013 -66.6599 14.7776 5.09265 -5.28364 33.2890598 0.170976 -0.397852 -0.132042 4410.83
166 100 10 9.300634769 0.06013735 3.19535 -0.19963 1.23124 3.68248 6.21098 6.21098 1.74742 -0.750931 4.19519 -20.8408 -4.92676 -3.31956 -4.47724 -1.02787 -66.6599 14.7776 5.09265 -5.28364 33.4812198 0.19216 -0.521021 -0.123169 4151.47
167 100 10 9.35960896 0.058974191 2.90311 -0.292239 1.23133 3.67271 6.21098 6.21098 1.99746 0.250039 4.19507 -27.6954 -6.85458 -4.95537 -4.48256 -1.63581 -66.6599 14.7776 5.09265 -5.28364 33.6524278 0.171208 -0.692385 -0.171364 3771.79
168 100 10 9.410130866 0.050521906 2.65699 -0.246117 1.23141 3.65953 6.21098 6.21098 3.12773 1.13026 4.19501 -30.231 -2.53556 -4.87149 -4.4933 0.0838772 -66.6599 14.7776 5.09265 -5.28364 33.7866638 0.134236 -0.755774 -0.0633889 3452.02
169 100 10 9.470728757 0.060597891 2.36124 -0.295748 1.23148 3.6413 6.21098 6.21098 3.59675 0.469026 4.19498 -32.1463 -1.91537 -4.8805 -4.48497 -0.00901067 -66.6599 14.7776 5.09265 -5.28364 33.9297498 0.143086 -0.803658 -0.0478842 3067.78
170 100 10 9.530260768 0.059532011 2.07034 -0.290905 1.23152 3.62078 6.21098 6.21098 3.68228 0.0855281 4.19495 -32.825 -0.678635 -4.88653 -4.48135 -0.00602294 -66.6599 14.7776 5.09265 -5.28364 34.0530008 0.123251 -0.820624 -0.0169659 2689.83
171 100 10 9.589547181 0.059286413 1.96707 -0.103265 1.23156 3.60215 6.21098 6.21098 3.70234 0.020065 4.19492 -32.4855 0.339451 -1.7418 -4.17561 3.14473 -66.6599 14.7776 5.09265 -5.28364 34.1696218 0.116621 -0.812138 0.00848627 2555.67
172 100 10 9.639676834 0.050129653 2.21377 0.246697 1.23162 3.58843 6.21098 6.21098 3.74693 0.0445893 4.1949 -31.2573 1.22821 4.92119 -3.19252 6.66299 -66.6599 14.7776 5.09265 -5.28364 34.2805968 0.110975 -0.781433 0.0307052 2876.18
173 100 10 9.702098007 0.062421173 2.50981 0.296044 1.23169 3.58065 6.21098 6.21098 3.75585 0.0089118 4.19488 -29.4645 1.79285 4.74268 -2.22949 -0.178502 -66.6599 14.7776 5.09265 -5.28364 34.4372618 0.156665 -0.736611 0.0448213 3260.81
174 100 10 9.760253196 0.058155189 2.80304 0.293226 1.23178 3.57768 6.21098 6.21098 3.77804 0.0221927 4.19485 -27.3189 2.14554 5.04212 -1.2241 0.299438 -66.6599 14.7776 5.09265 -5.28364 34.6002728 0.163011 -0.682973 0.0536384 3641.77
175 100 10 9.819296731 0.059043535 3.09627 0.293233 1.23188 3.57906 6.21098 6.21098 3.75787 -0.0201727 4.19483 -25.3078 2.01113 4.96639 -0.498288 -0.0757326 -66.6599 14.7776 5.09265 -5.28364 34.7830878 0.182815 -0.632695 0.0502782 4022.75
176 100 10 9.869356817 0.050060086 3.34108 0.244809 1.232 3.5853 6.21098 6.21098 3.8012 0.0433388 4.19481 -23.0471 2.26073 4.8903 0.322698 -0.0760922 -66.6599 14.7776 5.09265 -5.28364 34.9503428 0.167255 -0.576176 0.0565183 4340.81
177 100 10 9.928851228 0.059494411 3.24935 -0.091727 1.23211 3.59311 6.21098 6.21098 3.81156 0.0103591 4.19478 -18.6791 4.36791 -1.54178 0.664058 -6.43207 -66.6599 14.7776 5.09265 -5.28364 35.1436608 0.193318 -0.466979 0.109198 4221.64
178 100 10 9.979797995 0.050946767 3.49585 0.246499 1.23223 3.60581 6.21098 6.21098 3.77946 -0.0321 4.19476 -13.6083 5.07084 4.83837 1.63504 6.38015 -66.6599 14.7776 5.09265 -5.28364 35.3217628 0.178102 -0.340208 0.126771 4541.89
179 100 10 10.039939217 0.060141222 3.79217 0.296315 1.23238 3.62443 6.21098 6.21098 3.85169 0.072223 4.19474 -10.2159 3.39245 4.92699 2.61579 0.0886161 -66.6599 14.7776 5.09265 -5.28364 35.5498288 0.228066 -0.255396 0.0848113 4926.87
180 100 10 10.10026831 0.060329093 3.83474 0.042572 1.23252 3.64561 6.21098 6.21098 3.95563 0.103939 4.19473 -6.80789 3.40796 0.705663 3.17501 -4.22132 -66.6599 14.7776 5.09265 -5.28364 35.7811748 0.231346 -0.170197 0.085199 4982.18
181 100 10 10.159152134 0.058883824 3.87135 0.036607 1.23267 3.66567 6.21098 6.21098 4.13996 0.18433 4.19473 -2.53517 4.27272 0.621682 3.41136 -0.083981 -66.6599 14.7776 5.09265 -5.28364 36.0091348 0.22796 -0.0633793 0.106818 5029.75
182 100 10 10.2097694 0.050617266 4.06257 0.191224 1.23282 3.68473 6.21098 6.21098 3.9891 -0.150857 4.19471 -1.02767 1.5075 3.77785 3.29703 3.15617 -66.6599 14.7776 5.09265 -5.28364 36.2147708 0.205636 -0.0256918 0.0376875 5278.19
183 100 10 10.260404553 0.050635153 3.91544 -0.147129 1.23297 3.69942 6.21098 6.21098 3.83302 -0.156077 4.19469 0.674526 1.7022 -2.90567 2.53219 -6.68352 -66.6599 14.7776 5.09265 -5.28364 36.4130298 0.198259 0.0168631 0.0425549 5087.03
184 100 10 10.319490903 0.05908635 3.83103 -0.0844131 1.23312 3.71045 6.21098 6.21098 3.65394 -0.179086 4.19466 1.22929 0.554764 -1.42864 1.88511 1.47704 -66.6599 14.7776 5.09265 -5.28364 36.6393908 0.226361 0.0307322 0.0138691 4977.36
185 100 10 10.371011457 0.051520554 3.65357 -0.177457 1.23325 3.71776 6.21098 6.21098 3.52793 -0.126004 4.19463 1.25657 0.0272769 -3.44439 1.04404 -2.01575 -66.6599 14.7776 5.09265 -5.28364 36.8276248 0.188234 0.0314142 0.000681922 4746.81
186 100 10 10.429140055 0.058128598 3.36107 -0.292503 1.23337 3.71967 6.21098 6.21098 3.40807 -0.119865 4.19458 -0.0757994 -1.33237 -5.032 0.0518066 -1.58761 -66.6599 14.7776 5.09265 -5.28364 37.0229988 0.195374 -0.00189499 -0.0333091 4366.78
187 100 10 10.479939271 0.050799216 3.11566 -0.245403 1.23347 3.71615 6.21098 6.21098 3.3716 -0.0364652 4.19454 -2.05444 -1.97864 -4.83085 -0.277101 0.201156 -66.6599 14.7776 5.09265 -5.28364 37.1812718 0.158273 -0.051361 -0.049466 4047.95
188 100 10 10.540186157 0.060246886 3.07378 -0.0418816 1.23358 3.70932 6.21098 6.21098 3.39416 0.0225561 4.19449 -4.49409 -2.43965 -0.695166 -0.830454 4.13568 -66.6599 14.7776 5.09265 -5.28364 37.3664578 0.185186 -0.112352 -0.0609912 3993.53
189 100 10 10.590369441 0.050183284 2.8289 -0.24488 1.23366 3.69754 6.21098 6.21098 1.85692 -1.53724 4.19436 -9.56939 -5.0753 -4.87972 -1.81112 -4.18455 -66.6599 14.7776 5.09265 -5.28364 37.5084218 0.141964 -0.239235 -0.126882 3675.38
190 100 10 10.649529519 0.059160078 2.53247 -0.296434 1.23374 3.68035 6.21098 6.21098 2.04634 0.189415 4.19425 -15.4855 -5.91613 -5.01072 -2.38276 -0.131 -66.6599 14.7776 5.09265 -5.28364 37.6582428 0.149821 -0.387138 -0.147903 3290.24
191 100 10 10.709223353 0.059693834 2.24038 -0.292084 1.23379 3.6573 6.21098 6.21098 2.22097 0.174632 4.19414 -18.2413 -2.75581 -4.89303 -2.93423 0.117687 -66.6599 14.7776 5.09265 -5.28364 37.7919798 0.133737 -0.456033 -0.0688953 2910.76
